ticker,sector,in_portfolio,defensive_value_index,growth_tech_index,growth_sleeve,roe,roic,debt_to_equity,interest_coverage,earnings_stability,ev_ebitda,pb_ratio,mktcap_to_assets,roe_score,roic_score,leverage_score,stability_score,coverage_score,buffett_roe,buffett_roic,buffett_leverage,buffett_pass,quality_score,ev_score,pb_score,mca_score,trifecta_ev,trifecta_pb,trifecta_mca,trifecta_pass,value_score,debt_to_assets,equity_multiplier,leverage_flag,leverage_score_adj,composite_score,w_current,suggested_w_max,sizing_action,decision,momentum_score,mom_12_1,ret_63d,resid_mom_63,momentum_quintile,f_value,f_quality,f_momentum,f_lowvol,f_leverage_pen,factor_composite
VNQ,Real Estate,False,False,False,,0.06,0.04,0.8,3.0,0.75,,,1.0,0.24,0.16,0.6,0.75,0.2,False,False,True,False,0.3425,0.0,0.0,0.3333333333333333,False,False,False,False,0.1,0.444,1.8,,0.0,0.2334,0.0,0.03,reduce_or_avoid,AVOID,,,,,,0.0,-0.9070939831758591,,0.0,0.0,-0.22677349579396477
CW,Industrials,False,False,True,aerospace_defense,0.14,0.1,0.5,9.0,0.82,14.0,3.0,1.8,0.56,0.4,0.75,0.82,0.6,False,False,True,False,0.5834999999999999,0.6296296296296297,0.3333333333333333,0.0,False,False,False,False,0.3518518518518518,0.333,1.5,,0.0,0.4793,0.0,0.05,reduce_or_avoid,WATCH,-0.1983203335678438,0.5302843603788114,-0.0030049722568632,-0.0707558818088086,2.0,-0.3803729188185819,-0.2838626540886523,-0.30591363548864225,0.0,0.0,-0.24253730209896912
DUK,Utilities,False,True,False,,0.09,0.05,1.5,3.0,0.88,,1.84,0.547,0.36,0.2,0.25,0.88,0.2,False,False,False,False,0.3575,0.0,0.8488888888888888,0.9373333333333332,False,False,False,False,0.5358666666666666,0.6,2.5,,0.0,0.4378,0.0,0.03,reduce_or_avoid,WATCH,-0.2889909102596247,0.0309442927959058,-0.0092585353741121,-0.0568413825629985,2.0,0.22901083700421687,-0.7610917629725841,-0.44577506698500324,0.0,0.0,-0.2444639982383426
ENPH,Information Technology,False,False,True,emerging_growth,0.1,0.08,0.5,5.0,0.3,,4.18,,0.4,0.32,0.75,0.3,0.3333333333333333,False,False,True,False,0.4068333333333333,0.0,0.0,0.0,False,False,False,False,0.0,0.333,1.5,,0.0,0.2238,0.0,0.03,reduce_or_avoid,AVOID,-0.1627979110502461,0.2586206358393359,0.1487400127969373,0.1033390686288608,3.0,-0.2241498853657738,-0.5253106960687136,-0.25111948897716274,0.0,0.0,-0.2501450176029125
O,Real Estate,False,True,False,,0.05,0.04,1.2,3.0,0.9,15.0,1.4,0.714,0.2,0.16,0.4,0.9,0.2,False,False,False,False,0.323,0.5555555555555556,1.0,0.7146666666666668,False,True,False,False,0.7366222222222223,0.545,2.2,,0.0,0.5091,0.0,0.05,hold,SATELLITE,-0.1922121222057671,0.1027811509012279,0.0154452250662342,-0.0673372590587276,2.0,0.1279173950116162,-0.9323721823891034,-0.29649158021831523,0.0,0.0,-0.2752365918989506
NOC,Industrials,False,False,True,aerospace_defense,,,,,,,4.44,1.688,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-0.5850040226680453,-0.05682972661213,-0.0567019830935846,-0.1127200579044102,1.0,-0.24501614485428194,0.0,-0.9023820408644118,0.0,0.0,-0.2868495464296734
PG,Consumer Staples,False,True,False,,0.18,0.16,0.55,12.0,0.92,18.0,7.5,3.25,0.72,0.64,0.725,0.92,0.8,True,True,True,True,0.73475,0.3333333333333333,0.0,0.0,False,False,False,False,0.1333333333333333,0.355,1.55,,0.0,0.4641,0.0,0.05,reduce_or_avoid,WATCH,-0.4007736507017381,-0.0257383688677902,0.0037652248766992,-0.0509854080951771,2.0,-0.8753500348045178,0.23825587814557714,-0.6182024923444511,0.0,0.0,-0.31382416225084797
NEE,Utilities,False,True,False,,0.12,0.06,1.4,4.0,0.85,,,0.965,0.48,0.24,0.3,0.85,0.2666666666666666,False,False,False,False,0.4151666666666666,0.0,0.0,0.38,False,False,False,False,0.1139999999999999,0.583,2.4,,0.0,0.2796,0.0,0.03,reduce_or_avoid,AVOID,-0.4219399618946383,0.2218532864327844,-0.0793634348394524,-0.1078367113108069,2.0,0.0,-0.6150895427693093,-0.6508520098720574,0.0,0.0,-0.31648538816034166
T,Communication Services,True,True,False,,0.1,0.06,1.2,4.0,0.8,,1.45,0.398,0.4,0.24,0.4,0.8,0.2666666666666666,False,False,False,False,0.3986666666666666,0.0,1.0,1.0,False,True,True,False,0.6,0.545,2.2,levered-assets,-0.1,0.3893,0.1368,0.03,reduce_or_avoid,WATCH,-0.5524338899953722,-0.2753521056289687,-0.110728017423666,-0.161834106297472,1.0,0.44673633349922404,-0.6656459411957978,-0.852141868739871,0.0,-0.5,-0.31776286910911117
SPCX,Industrials,False,False,True,launch_services,,,,,,,18.84,36.954,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-0.5116153989572056,0.4766473746123014,0.0417731889490227,0.0018382250269482,1.0,-0.5014227043700991,0.0,-0.7891784158049029,0.0,0.0,-0.3226502800437505
AEP,Utilities,False,True,False,,0.1,0.05,1.5,3.0,0.86,,2.19,0.695,0.4,0.2,0.25,0.86,0.2,False,False,False,False,0.3665,0.0,0.6933333333333334,0.74,False,False,False,False,0.43,0.6,2.5,,0.0,0.3951,0.0,0.03,reduce_or_avoid,WATCH,-0.4290080534788269,0.2245601075008731,-0.0510916730707649,-0.099523802899072,2.0,0.09963993257708188,-0.7358135637593398,-0.6617547022666632,0.0,0.0,-0.3244820833622303
XLU,Utilities,False,True,False,,0.1,0.05,1.4,4.0,0.92,12.0,2.0,1.0,0.4,0.2,0.3,0.92,0.2666666666666666,False,False,False,False,0.3896666666666666,0.7777777777777778,0.7777777777777778,0.3333333333333333,False,False,False,False,0.6444444444444445,0.583,2.4,,0.0,0.5043,0.0,0.05,hold,SATELLITE,-0.3749459348953942,0.0584017040716102,-0.036877272457663,-0.0919348126994739,2.0,0.01568434657465978,-0.7358135637593398,-0.578362651938055,0.0,0.0,-0.32462296728068374
SO,Utilities,False,True,False,,0.11,0.05,1.6,3.0,0.88,12.0,2.4,0.643,0.44,0.2,0.1999999999999999,0.88,0.2,False,False,False,False,0.374,0.7777777777777778,0.6000000000000001,0.8093333333333333,False,False,False,False,0.7339111111111112,0.615,2.6,,0.0,0.536,0.0,0.05,hold,SATELLITE,-0.3146114380140042,0.0336533643907128,-0.01718930682987,-0.0596845050149783,2.0,-0.10843779544428864,-0.7105353645460956,-0.4852953150981333,0.0,0.0,-0.32606711877212935
IYR,Real Estate,False,True,False,,0.06,0.04,1.2,3.0,0.8,16.0,2.0,1.0,0.24,0.16,0.4,0.8,0.2,False,False,False,False,0.32,0.4814814814814815,0.7777777777777778,0.3333333333333333,False,False,False,False,0.5259259259259259,0.545,2.2,,0.0,0.4127,0.0,0.03,reduce_or_avoid,WATCH,-0.1155452550906108,0.0903658958144144,0.0397520518027119,-0.0493377826777086,3.0,-0.24298837079719338,-0.9070939831758591,-0.1782311899759861,0.0,0.0,-0.33207838598725964
PLD,Real Estate,False,True,False,,0.08,0.05,0.6,5.0,0.8,22.0,2.5,1.222,0.32,0.2,0.7,0.8,0.3333333333333333,False,False,True,False,0.4143333333333333,0.037037037037037,0.5555555555555556,0.0373333333333333,False,False,False,False,0.1926814814814814,0.375,1.6,,0.0,0.3146,0.0,0.03,reduce_or_avoid,AVOID,0.0142071186475769,0.3130237260585453,0.0535457497024063,-0.0474416349088726,3.0,-0.6035762554332659,-0.7863699621858283,0.02191480438294007,0.0,0.0,-0.34200785330903855
DOW,Materials,False,True,False,,0.1,0.07,0.7,5.0,0.6,,1.37,0.362,0.4,0.28,0.65,0.6,0.3333333333333333,False,False,True,False,0.4248333333333333,0.0,1.0,1.0,False,True,True,False,0.6,0.412,1.7,mixed-assets,0.0,0.5037,0.0,0.05,hold,SATELLITE,-0.8490339748612996,0.2089877396262744,-0.2585017546854595,-0.3345771387719088,1.0,0.5067198504074497,-0.5954783186322556,-1.3096542610157555,0.0,0.0,-0.34960318231014037
HII,Industrials,False,False,True,aerospace_defense,0.12,0.08,0.8,6.0,0.8,12.0,2.5,1.0,0.48,0.32,0.6,0.8,0.4,False,False,True,False,0.49,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,False,False,False,0.5777777777777777,0.444,1.8,,0.0,0.5295,0.0,0.05,hold,SATELLITE,-0.5333472337242174,0.0819136990096596,-0.1196301340364769,-0.1777841067350733,1.0,-0.13326222384807834,-0.4747542976422251,-0.822700266337394,0.0,0.0,-0.3576791969569244
IBM,Information Technology,False,True,False,,0.25,0.1,2.0,8.0,0.78,,6.06,1.607,1.0,0.4,0.0,0.78,0.5333333333333333,True,False,False,False,0.5903333333333333,0.0,0.0,0.0,False,False,False,False,0.0,0.667,3.0,,0.0,0.3247,0.0,0.03,reduce_or_avoid,AVOID,-0.8175079285238137,0.2059815061473717,-0.0337283875652703,-0.0439782253274043,1.0,-0.3346949737146407,-0.00580246274296542,-1.261024615864496,0.0,0.0,-0.4003805130805255
ORCL,Information Technology,False,True,False,,0.5,0.18,2.5,10.0,0.8,,9.78,2.625,1.0,0.72,0.0,0.8,0.6666666666666666,True,True,False,False,0.7026666666666667,0.0,0.0,0.0,False,False,False,False,0.0,0.714,3.5,,0.0,0.3865,0.0,0.03,reduce_or_avoid,WATCH,-1.5431281622289834,-0.4255466930957383,-0.2924732247554797,-0.4112827658430619,1.0,-0.4281842867824267,1.1874934980964778,-2.380310367776213,0.0,0.0,-0.4052502891155405
MTSI,Information Technology,False,False,True,starlink_supply,,,,,,,13.38,3.795,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-0.7494599161797654,1.557822170249406,-0.1474358779886895,-0.2361127799578533,1.0,-0.46916108681069113,0.0,-1.1560590055841835,0.0,0.0,-0.40630502309871863
TDG,Industrials,False,False,True,aerospace_defense,0.0,0.15,5.0,3.0,0.75,20.0,50.0,3.0,0.0,0.6,0.0,0.75,0.2,False,True,False,False,0.3125,0.1851851851851852,0.0,0.0,False,False,False,False,0.0740740740740741,0.833,6.0,,0.0,0.2052,0.0,0.03,reduce_or_avoid,AVOID,-0.2115082559669339,-0.0542288700331055,0.0871430139769513,0.001942433450048,2.0,-1.1131355392494484,-0.28691933025636174,-0.32625630642443726,0.0,0.0,-0.43157779398256185
TTMI,Information Technology,False,False,True,starlink_supply,,,,,,,6.53,3.427,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-0.9318738758392604,2.4693060254400265,-0.266463445476598,-0.354869029085066,1.0,-0.3523855736112052,0.0,-1.4374366967134944,0.0,0.0,-0.4474555675811749
ASTS,Communication Services,False,False,True,launch_services,,,,,,,8.39,9.073,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-0.9615064173335672,0.7008990719500694,-0.1459886253677422,0.0918453041617884,1.0,-0.4029527041349077,0.0,-1.4831455674793375,0.0,0.0,-0.4715245679035613
MCHP,Information Technology,False,False,True,starlink_supply,,,,,,,6.32,1.629,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-1.03148905902225,0.2873003709452233,-0.2129066134920033,-0.2217578487320499,1.0,-0.3448064403536076,0.0,-1.5910953876260459,0.0,0.0,-0.48397545699491334
SPR,Industrials,False,False,True,aerospace_defense,-0.1,-0.05,2.0,1.0,0.4,15.0,1.2,0.8,0.0,0.0,0.0,0.4,0.0666666666666666,False,False,False,False,0.0666666666666666,0.5555555555555556,1.0,0.5999999999999999,False,True,False,False,0.7022222222222222,0.667,3.0,,0.0,0.3527,0.0,0.03,reduce_or_avoid,WATCH,-0.3426681963441995,0.2650343018199812,-0.0157883280265086,-0.0209869701083612,2.0,0.30523474075297113,-1.943053773659646,-0.5285735044113845,0.0,0.0,-0.5415981343295149
RKLB,Industrials,False,False,True,launch_services,,,,,,,16.45,16.165,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-1.1344636868948226,1.3362790484761082,-0.1946208159452925,-0.2222168108438107,1.0,-0.48993636594153583,0.0,-1.7499360985550256,0.0,0.0,-0.5599681161241403
BA,Industrials,False,False,True,cyclical,0.0,0.02,5.0,1.0,0.4,,28.63,,0.0,0.08,0.0,0.4,0.0666666666666666,False,False,False,False,0.0906666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.833,6.0,,0.0,0.0499,0.0,0.03,reduce_or_avoid,AVOID,-0.4029944356140267,-0.0294810376996778,-0.0018075424751796,-0.0968760756222273,2.0,-0.5284567444368746,-1.1990984235824087,-0.6216281036972281,0.0,0.0,-0.5872958179291279
SEDG,Information Technology,False,False,True,emerging_growth,-0.05,-0.02,0.8,1.0,0.25,,6.18,,0.0,0.0,0.6,0.25,0.0666666666666666,False,False,True,False,0.1341666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.444,1.8,,0.0,0.0738,0.0,0.03,reduce_or_avoid,AVOID,-0.2912655213487255,0.9795919455965908,0.0057802953064431,-0.0091381488443428,2.0,-0.3394675255561844,-1.6061599099027983,-0.4492837064425482,0.0,0.0,-0.5987277854753827
BKSY,Industrials,False,False,True,launch_services,,,,,,,10.22,1.313,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,-1.5068261186628995,0.5078420500748653,-0.3817782011430021,-0.4201688080292127,1.0,-0.43474110938316596,0.0,-2.3243136380250062,0.0,0.0,-0.689763686852043
PLTR,Information Technology,False,False,True,growth_ai,0.08,0.05,0.0,0.0,0.35,,34.68,,0.32,0.2,1.0,0.35,0.0,False,False,True,False,0.3585,0.0,0.0,0.0,False,False,False,False,0.0,0.0,1.0,,0.0,0.1972,0.0,0.03,reduce_or_avoid,AVOID,-1.042933459906898,-0.2986928107820723,-0.1627747506797647,-0.2877564291149058,1.0,-0.5375325554853023,-0.7863699621858283,-1.6087486368800585,0.0,0.0,-0.7331627886377974
TSLA,Consumer Discretionary,False,False,True,emerging_growth,0.15,0.1,0.2,12.0,0.35,,13.79,,0.6,0.4,0.9,0.35,0.8,True,False,True,False,0.5675,0.0,0.0,0.0,False,False,False,False,0.0,0.167,1.2,,0.0,0.3121,0.0,0.03,reduce_or_avoid,AVOID,-1.4971087696379188,0.1593199556434947,-0.2131410704966844,-0.2997066234388758,1.0,-0.47247082762032233,-0.2585844548754081,-2.309324405634839,0.0,0.0,-0.7600949220326424
