,ABBV,AEP,AFL,ALL,BAC,BEN,BMY,C,CAT,CB,CFG,CL,COST,CSCO,CVX,D,DD,DE,DG,DOW,DUK,DVN,FANG,FITB,GIS,HBAN,HON,HPQ,IBM,IVZ,JNJ,JPM,KHC,KMB,KO,LLY,LMT,MCD,MKC,MMM,MO,MPC,MRK,NEE,NUE,O,ORCL,PEP,PFE,RF
IVZ,0.9787526988099975,0.9805340563879085,0.9744967383279317,0.9783173266566417,-0.958351410817386,-0.9307792537845021,-0.026191664884510076,0.9847007302368269,0.9830804488259428,0.9792041009042511,0.4358573146445149,-0.8931285260617644,0.9811536208399848,0.9763820267504081,0.9788065289156638,0.7055490489907562,0.9859586343609265,0.9829867930792782,0.974513576156926,-0.9119288828192091,0.9799827591730496,-0.9149400172322215,0.9775877914356279,0.9573129593484684,-0.9743508470233861,0.7875807344764596,0.9836782112344681,-0.946873463550101,0.9697352413227924,1.0,0.9756926868008707,0.9842114389837244,-0.9605897149170259,0.9689830350831068,0.2760886780399614,0.9822007662902895,0.9822194769387503,0.9815135354126227,-0.9714284385075405,0.9831049156522224,0.9640540923297639,0.9797307863892178,0.9675608537644969,0.6081684356953179,0.98317586646503,0.9717852333203414,0.9707193259101664,0.9802313013999501,-0.9735072000291451,0.8662160227823733
JNJ,0.99872543340935,0.9976193535319443,0.9896918134748325,0.997605414425018,-0.9689116818028924,-0.9568626312987087,-0.032862711546178196,0.9915900550131802,0.9958368770461626,0.9975494761007695,0.44689084256896955,-0.8757690609962911,0.9950319038735642,0.981113254343745,0.9911848443343567,0.6740655627656548,0.9951964742898036,0.9958240378537851,0.9909095198441938,-0.9463204045132185,0.9974889250479216,-0.9358535144181238,0.9896059068216347,0.975048287706603,-0.9776861031326518,0.805120378945204,0.9939195144222022,-0.9739626769836199,0.9929167258532932,0.9756926868008707,1.0,0.9959074714015229,-0.95571481116962,0.9962019854580288,0.33296304170056606,0.9972875460511457,0.9970546661470325,0.9969102388102795,-0.9706116954475741,0.9950979016090035,0.9918316705246532,0.9957122900659945,0.9878714326157041,0.6084112830153199,0.9891868933529736,0.9971460459620766,0.9608829311771673,0.9950165437750582,-0.9953452045326596,0.8760317596190844
JPM,0.9970131387448513,0.9990402823542263,0.9933658555501185,0.9986986210921123,-0.9791700485666845,-0.9665260916411974,-0.049460809178638564,0.9970743236596685,0.9992278868552898,0.9984432913552448,0.4147297322384644,-0.8974669507235096,0.9988740998108058,0.9903309701869213,0.996730185699468,0.7047569370445288,0.9979861855585244,0.9994050364621315,0.9917326342504927,-0.9300125087381467,0.9987268996996884,-0.9244049178892916,0.9965196750584717,0.968034985049217,-0.9885692264676937,0.7840789087037673,0.9981217483480962,-0.9676088753817027,0.9889953857698215,0.9842114389837244,0.9959074714015229,1.0,-0.9745847112139314,0.9904492669616858,0.3057568682025352,0.9993315556837572,0.9992586031081042,0.9991349113842514,-0.9829795946914472,0.9985043494502479,0.9889387395116394,0.9979267309278192,0.9861633331961309,0.6116119639591433,0.9963419529942373,0.9907395463735477,0.9783025184270915,0.9980834017931518,-0.9959052801291863,0.864339227077271
KHC,-0.9612808332239716,-0.9705261722148006,-0.9750338707648285,-0.9699486109413578,0.9829186753716227,0.969817150757662,0.04995779877794156,-0.9726921770010805,-0.9746383825229458,-0.9697743491877203,-0.273788372526571,0.9248860061443201,-0.9768386040066823,-0.9821897551697865,-0.9801948913178822,-0.7629804083259889,-0.970846703898382,-0.974969312752005,-0.9562164491561624,0.8489242079546813,-0.9702363425019153,0.8491770936299593,-0.9824113840077192,-0.9019623386028722,0.9905421952545898,-0.6635077405331424,-0.9756686858715881,0.9165403747331519,-0.9487504068242039,-0.9605897149170259,-0.95571481116962,-0.9745847112139314,1.0,-0.9440031199937597,-0.2614747722027395,-0.972031991865049,-0.9719404505854794,-0.97266627004862,0.9790447271409558,-0.9703995206951546,-0.9545700512479399,-0.9716928149147759,-0.9576532151178153,-0.6373775013496846,-0.9803710422041401,-0.9429037328886404,-0.9880364492869381,-0.9728223884935416,0.9647805723530204,-0.7663672329988898
KMB,0.9932533511541327,0.9934339376079416,0.9871517880156375,0.9931909431360076,-0.9630497028769136,-0.9535520823671524,-0.004866015256740198,0.9854997254629246,0.9900688929696485,0.994112326027447,0.4789161491517045,-0.8469222266865555,0.9904466258165742,0.9736015115570025,0.9859255468332947,0.6808748570625032,0.9906205934974848,0.9906853464749897,0.9891121520066054,-0.9430887503217591,0.9938549259986766,-0.9352730260691745,0.9808772542980053,0.9721318574180196,-0.965812925843648,0.8080643809688022,0.990409600142423,-0.9667583512683475,0.99019219580654,0.9689830350831068,0.9962019854580288,0.9904492669616858,-0.9440031199937597,1.0,0.3701080173483783,0.991975117186022,0.9926734150527847,0.9928990037733044,-0.9575813360517067,0.9894318414425094,0.9894513889947535,0.9893803079772754,0.9877370606970849,0.6312441987835148,0.9838625421947191,0.9951825719569385,0.9532586071828927,0.992222461733232,-0.9902995595445387,0.8834293926320748
KO,0.31785684078694915,0.3263880724507804,0.3785357869632017,0.3256567781513537,-0.353992133368994,-0.35018918635171936,0.5164264445858454,0.27385330536419794,0.29875653775536626,0.3408844036163717,0.2971232246366705,-0.047875299330600446,0.33167316335086044,0.29690463439202086,0.3445630152276769,0.4561544145871793,0.30903738761164434,0.3119683474672582,0.3165473520619696,-0.18755323796440806,0.33708546590479865,-0.16728880963442444,0.3068745853320391,0.2521549358500239,-0.2657660398482244,0.11331718204575818,0.3270801076340319,-0.24653108438306948,0.31613701672485206,0.2760886780399614,0.33296304170056606,0.3057568682025352,-0.2614747722027395,0.3701080173483783,1.0,0.31382697576744056,0.3260343085483544,0.3312573526838645,-0.18447923800521313,0.29404956636129126,0.3710650589935693,0.32292541702341404,0.40323025880195984,0.6247170435786052,0.32853945757536634,0.3540155281636679,0.27081708560270623,0.34775404739304555,-0.30087011234809136,0.22330844070541572
LLY,0.9980631270864609,0.9992894031582206,0.9931002393721845,0.9991388458756195,-0.9802172290507657,-0.9673626463526436,-0.04230983316553097,0.9960486575214886,0.9992086699439189,0.9988907400323452,0.411223183773188,-0.8942641110977634,0.9989444410417426,0.9893845366520408,0.9964769489952141,0.6989131495703363,0.9976924457100487,0.9992597618357202,0.9927632855299895,-0.9324647613534065,0.9991753188637067,-0.9258816050000731,0.9962878299996306,0.9676498850375456,-0.9874626442529972,0.7834885023941035,0.9979576668626566,-0.9687638665901571,0.9909328198160959,0.9822007662902895,0.9972875460511457,0.9993315556837572,-0.972031991865049,0.991975117186022,0.31382697576744056,1.0,0.9994439653658002,0.999412399177604,-0.9811314380882152,0.9981245426903005,0.9911071797026617,0.9982839263402236,0.9874521593820292,0.613736384718793,0.9954973702321783,0.9922494315947248,0.9763321484412105,0.9982912716758152,-0.9960339687920959,0.8619020411844994
LMT,0.9974418563130505,0.9993541182767285,0.9949977381494262,0.9990561170678982,-0.9813089021476907,-0.9686651628141608,-0.032783130412562235,0.9952852527623522,0.9988082345585263,0.9994316990504093,0.41610805647414906,-0.8918672410966182,0.99934060141395,0.9898896061705456,0.9973973374974404,0.7080539360640083,0.9978438030962404,0.9993554616857859,0.9921125872294194,-0.9285073862296924,0.9993852594789794,-0.9226765647922451,0.9959118941158734,0.9654813108343042,-0.9871108560917542,0.7783128674692739,0.9986620797171359,-0.9665901300314437,0.9902889277966981,0.9822194769387503,0.9970546661470325,0.9992586031081042,-0.9719404505854794,0.9926734150527847,0.3260343085483544,0.9994439653658002,1.0,0.9996538321624941,-0.979261005475326,0.9973568970867261,0.9904922567511967,0.9983690513592132,0.9898229123939587,0.6230603258358802,0.9962966537670933,0.992019631330862,0.9762226027664231,0.9988762509921244,-0.9959656433798447,0.8598716805006763
MCD,0.9972042284837744,0.9993670658915307,0.9952181580822682,0.9991283141879326,-0.9819188995392699,-0.9698958372370223,-0.0322618554195138,0.9950524969038388,0.9986147328072681,0.9994889493353801,0.4134995859909291,-0.8901753999039717,0.9994714091286465,0.9898177386771952,0.997460587987115,0.7101628987618712,0.9975611537899707,0.9991578903000501,0.9928658530401916,-0.9282921595666715,0.9995186118544274,-0.9217417800225758,0.9959477704970889,0.9645945366681846,-0.9872815320066173,0.7765325834726374,0.9986452869505842,-0.966219903906121,0.9906956011288738,0.9815135354126227,0.9969102388102795,0.9991349113842514,-0.97266627004862,0.9928990037733044,0.3312573526838645,0.999412399177604,0.9996538321624941,1.0,-0.979009440637132,0.9974631627432088,0.9907063391866086,0.998156764483515,0.9891434825541991,0.6245955828473574,0.996017179770529,0.9922033534708741,0.976630791048933,0.9991140091437106,-0.9957555494014642,0.8588823332014441
MKC,-0.9756659429298612,-0.977950552615371,-0.9668802680563741,-0.9779822870377085,0.9689965429911399,0.9511657211597117,0.15062585616206534,-0.9844687731140089,-0.9837738191134473,-0.9751307354505091,-0.3092917286321693,0.9261980427015374,-0.9799861132618033,-0.976096573852177,-0.9773374092488891,-0.675512884443935,-0.9791552725104673,-0.9822100143445706,-0.9689043846325529,0.9108928898070289,-0.9764334054166746,0.9099155399384926,-0.985171819638282,-0.9401931167929497,0.9887954302286075,-0.7408376336808999,-0.9793474229734148,0.958048376915289,-0.96427805424327,-0.9714284385075405,-0.9706116954475741,-0.9829795946914472,0.9790447271409558,-0.9575813360517067,-0.18447923800521313,-0.9811314380882152,-0.979261005475326,-0.979009440637132,1.0,-0.9841328335400357,-0.9615561625333454,-0.9783089821864561,-0.9514605401727326,-0.5355118652972901,-0.9798927023872454,-0.9600614663014718,-0.9758737371755216,-0.9749858553154926,0.978004533306273,-0.8162581490878875
MMM,0.996699997506366,0.9974276877779557,0.9886978046082295,0.9972246569761705,-0.9749450804291686,-0.9615181010960863,-0.06376998010077245,0.9968373733543734,0.9982515409893191,0.996128584192371,0.41337793036757725,-0.8954413719274474,0.9965666027057589,0.9871466902959416,0.9934767618095572,0.6936201619655186,0.9962686130267122,0.9978178275179066,0.9922730957130226,-0.9375661418266398,0.9970955088597675,-0.9315183519002614,0.9947846598394227,0.971712068815719,-0.9867513478783224,0.7955751101064266,0.996239771235993,-0.9711772447965304,0.9889607885812224,0.9831049156522224,0.9950979016090035,0.9985043494502479,-0.9703995206951546,0.9894318414425094,0.29404956636129126,0.9981245426903005,0.9973568970867261,0.9974631627432088,-0.9841328335400357,1.0,0.9874300185880386,0.995891373671535,0.981188633791993,0.5897192798339973,0.9937302672141624,0.9907411948186802,0.9741765948141468,0.9955265657766152,-0.9947304952544599,0.8681653851455485
MO,0.9920967497232726,0.9918871955237508,0.9874872100353604,0.9920491828631925,-0.9690094809621561,-0.9594683532360714,0.00934515005561827,0.9826871783557216,0.9886792494252264,0.9915317013391161,0.4278515495542419,-0.8576951042963201,0.9902248127142028,0.978176712241783,0.988878877032248,0.7093378711869425,0.9864931655440925,0.9894812477510849,0.9843353430131925,-0.9196707007090558,0.9923367156919559,-0.9065626744024743,0.9869465789470936,0.9631573429408988,-0.9709101671159689,0.7861734236274027,0.9869323063856055,-0.9618877258461871,0.983955786407722,0.9640540923297639,0.9918316705246532,0.9889387395116394,-0.9545700512479399,0.9894513889947535,0.3710650589935693,0.9911071797026617,0.9904922567511967,0.9907063391866086,-0.9615561625333454,0.9874300185880386,1.0,0.9908479204049433,0.9845824370856548,0.6366088891553773,0.9853110457445717,0.9905942163723231,0.956273598018417,0.990683466144152,-0.9866486159509301,0.8649287267185677
MPC,0.9964168317878036,0.9982552728254286,0.9943088350980804,0.9982739901073623,-0.9811705019335173,-0.9695619132672163,-0.04278149346616867,0.9936228836489921,0.9977678555701291,0.9982683423396022,0.4042485014884466,-0.9001284548515763,0.9984633830382024,0.9904475866965342,0.9975609222146117,0.7052796951686989,0.996504030848539,0.9983955997007741,0.9904042968300358,-0.9233793235049088,0.998093154937024,-0.912767324357394,0.9969286777444683,0.9630068586651189,-0.9868459188642436,0.772939759325101,0.9964757058546401,-0.9635409211650858,0.9884937253767427,0.9797307863892178,0.9957122900659945,0.9979267309278192,-0.9716928149147759,0.9893803079772754,0.32292541702341404,0.9982839263402236,0.9983690513592132,0.998156764483515,-0.9783089821864561,0.995891373671535,0.9908479204049433,1.0,0.9873371621130228,0.6179277841000956,0.9954122172502923,0.9904476739764853,0.9754270205863932,0.997584393823013,-0.9959537356921803,0.8543767948161823
MRK,0.9855889659270224,0.9891007704915984,0.9936122291823288,0.9871146675817439,-0.9743706364449913,-0.9650479821780243,0.067086546798533,0.9784176839853062,0.9854758426442257,0.991244444991426,0.45427867607986344,-0.8598712724507686,0.9897577535492779,0.9800158286810575,0.989911682634843,0.7365164028873452,0.9868883302717123,0.9875750292848594,0.9787465633036811,-0.9013796797727515,0.9900638228498843,-0.8923415814679518,0.9817175492660278,0.9466400253205886,-0.970909338120585,0.7511329134546294,0.989400297790167,-0.9394987658852939,0.9798379306013452,0.9675608537644969,0.9878714326157041,0.9861633331961309,-0.9576532151178153,0.9877370606970849,0.40323025880195984,0.9874521593820292,0.9898229123939587,0.9891434825541991,-0.9514605401727326,0.981188633791993,0.9845824370856548,0.9873371621130228,1.0,0.6947508744056963,0.9878413453970238,0.9833271714060013,0.9645386068595996,0.9909366501671284,-0.9821375166424646,0.8478859072046478
NEE,0.5996242198730481,0.6233929946691766,0.6751137593615999,0.6147414818185782,-0.6631110388878027,-0.6580773507359017,0.5151524332320192,0.5861906039519207,0.6130139617392268,0.6327517307756735,0.3523528027782136,-0.4704035784186829,0.6332816998770915,0.6416349958445191,0.6479807465271734,0.7730316722828934,0.624278273548348,0.6204685549345644,0.5936515115044302,-0.4060456106586166,0.631409149898779,-0.4108585796091882,0.6129536380900433,0.5138778271867601,-0.6081996233163267,0.3034247636586022,0.6370844991016364,-0.5002399441202463,0.5856408463062699,0.6081684356953179,0.6084112830153199,0.6116119639591433,-0.6373775013496846,0.6312441987835148,0.6247170435786052,0.613736384718793,0.6230603258358802,0.6245955828473574,-0.5355118652972901,0.5897192798339973,0.6366088891553773,0.6179277841000956,0.6947508744056963,1.0,0.6482832463673827,0.6102582845412842,0.6356733235683243,0.641765079146053,-0.5944946130777969,0.44819791244214907
NUE,0.9904149885250689,0.9954168957313885,0.9950064438061286,0.9941368901203412,-0.9860897041399771,-0.9708028306052321,-0.02132339649268584,0.9930272651242933,0.9959733400848851,0.9952286582352329,0.3932227035316521,-0.8981374993034658,0.9974161322869386,0.9929774116614907,0.9978750708650115,0.7402826455308971,0.9954395463499903,0.9966595586298784,0.9872657092689006,-0.9028113614368443,0.9955817620123586,-0.8991381016468813,0.9963515840056126,0.9521568945808795,-0.9898790166967337,0.7523687680969147,0.9974373853426125,-0.9499255355592358,0.9822224259103223,0.98317586646503,0.9891868933529736,0.9963419529942373,-0.9803710422041401,0.9838625421947191,0.32853945757536634,0.9954973702321783,0.9962966537670933,0.996017179770529,-0.9798927023872454,0.9937302672141624,0.9853110457445717,0.9954122172502923,0.9878413453970238,0.6482832463673827,1.0,0.9827776392002067,0.9850370547892522,0.9967579931895785,-0.990059273243081,0.8416833479772534
O,0.9960512164125237,0.9936258706159634,0.9845330133847193,0.9936407633928088,-0.9574364735098916,-0.9470370650692413,-0.01630476289646084,0.9853948329519475,0.9903956288660484,0.9931096392922036,0.481584655316206,-0.8542473790854689,0.9892309175508585,0.9718931398099255,0.9846244381435256,0.6685819493886446,0.9903799358929314,0.9906299243128018,0.9888100335114831,-0.9496068619246016,0.9937392957846699,-0.9390380845526625,0.9824519504736886,0.9803829957471488,-0.9675838187352936,0.8287166043134369,0.9886718937363548,-0.9742565042260279,0.9895926743543695,0.9717852333203414,0.9971460459620766,0.9907395463735477,-0.9429037328886404,0.9951825719569385,0.3540155281636679,0.9922494315947248,0.992019631330862,0.9922033534708741,-0.9600614663014718,0.9907411948186802,0.9905942163723231,0.9904476739764853,0.9833271714060013,0.6102582845412842,0.9827776392002067,1.0,0.9481393437527593,0.9901562956029213,-0.9898657375944526,0.8903615766654307
ORCL,0.9646020000627411,0.9736857291882549,0.9778273478931427,0.9732385767954823,-0.9836292712312034,-0.9678648147559612,-0.052358057882692266,0.9776882423792219,0.9773420012148069,0.9741034923307486,0.3032287658191322,-0.9116325737201894,0.9804596950987203,0.9863872400364013,0.9832600560481594,0.7564365273542465,0.9761888911224118,0.9784112177872942,0.966064653489298,-0.8587985371981035,0.9739190675977853,-0.8579286548299908,0.9839450709121974,0.9110790904681895,-0.9852123736281697,0.6825625930422506,0.9802418972021832,-0.9119191677669218,0.9594185988636683,0.9707193259101664,0.9608829311771673,0.9783025184270915,-0.9880364492869381,0.9532586071828927,0.27081708560270623,0.9763321484412105,0.9762226027664231,0.976630791048933,-0.9758737371755216,0.9741765948141468,0.956273598018417,0.9754270205863932,0.9645386068595996,0.6356733235683243,0.9850370547892522,0.9481393437527593,1.0,0.9783778159306337,-0.9693281857748479,0.7856746068014572
PEP,0.995259910146173,0.9985028107005848,0.9967312550304264,0.9980976373926408,-0.9837070992965783,-0.9722105940971895,-0.015165350810593819,0.993385399991582,0.9972604307187624,0.9990865368418081,0.415350903204969,-0.8860725783392549,0.9994086613271966,0.9903484044274734,0.9981966716773869,0.7237059235652082,0.9966887433332792,0.9983182152039418,0.9919760464013131,-0.9190374381722205,0.998927903102618,-0.9127348795777529,0.9957447106387427,0.9598256091280724,-0.9852120212154255,0.7671598212216437,0.9983086613086466,-0.9594187922463412,0.9885253667378755,0.9802313013999501,0.9950165437750582,0.9980834017931518,-0.9728223884935416,0.992222461733232,0.34775404739304555,0.9982912716758152,0.9988762509921244,0.9991140091437106,-0.9749858553154926,0.9955265657766152,0.990683466144152,0.997584393823013,0.9909366501671284,0.641765079146053,0.9967579931895785,0.9901562956029213,0.9783778159306337,1.0,-0.9941879150356102,0.8542034629241488
PFE,-0.9946948239590767,-0.9960672674791347,-0.9883635119797517,-0.9963423595258464,0.9750455790266039,0.9632216551573888,0.08979089296508616,-0.9920025729832372,-0.99641295458425,-0.9961535563728341,-0.4164438865095646,0.8979912970456622,-0.9951914179918988,-0.9862926165804266,-0.9919794442799325,-0.6744813866193984,-0.9946289952359484,-0.9962762200478372,-0.9890117899527547,0.9394107605223673,-0.9954820918810547,0.9278381213993268,-0.9921860361772586,-0.9669352103805332,0.9847800498404944,-0.7855348293682738,-0.9938236303162782,0.9700614266920278,-0.9888966167474943,-0.9735072000291451,-0.9953452045326596,-0.9959052801291863,0.9647805723530204,-0.9902995595445387,-0.30087011234809136,-0.9960339687920959,-0.9959656433798447,-0.9957555494014642,0.978004533306273,-0.9947304952544599,-0.9866486159509301,-0.9959537356921803,-0.9821375166424646,-0.5944946130777969,-0.990059273243081,-0.9898657375944526,-0.9693281857748479,-0.9941879150356102,1.0,-0.8594382050058179
RF,0.8765923641940612,0.8656611472121336,0.8371172786616118,0.8620585391467188,-0.7665114925829057,-0.7625443180204895,-0.004053355651115414,0.8698748992672326,0.860306448744331,0.8591209866535463,0.7375759708219827,-0.6933752722946311,0.850017735841228,0.8284773328618082,0.836937901602928,0.5031345960965032,0.861673719502718,0.8600743035850598,0.8728977742767636,-0.9140168973836965,0.8618676725988387,-0.8992658167626094,0.8327613242586335,0.949644886430403,-0.8036422515398464,0.9551927415038037,0.8514672035175975,-0.8824311661921825,0.8771128989070569,0.8662160227823733,0.8760317596190844,0.864339227077271,-0.7663672329988898,0.8834293926320748,0.22330844070541572,0.8619020411844994,0.8598716805006763,0.8588823332014441,-0.8162581490878875,0.8681653851455485,0.8649287267185677,0.8543767948161823,0.8478859072046478,0.44819791244214907,0.8416833479772534,0.8903615766654307,0.7856746068014572,0.8542034629241488,-0.8594382050058179,1.0
