ticker,sector,in_portfolio,defensive_value_index,growth_tech_index,growth_sleeve,roe,roic,debt_to_equity,interest_coverage,earnings_stability,ev_ebitda,pb_ratio,mktcap_to_assets,roe_score,roic_score,leverage_score,stability_score,coverage_score,buffett_roe,buffett_roic,buffett_leverage,buffett_pass,quality_score,ev_score,pb_score,mca_score,trifecta_ev,trifecta_pb,trifecta_mca,trifecta_pass,value_score,debt_to_assets,equity_multiplier,leverage_flag,leverage_score_adj,composite_score,w_current,suggested_w_max,sizing_action,decision,adv_dollar_21,adv_shares_21,last_close,as_of,liquidity_score,illiquid,factor_quality,factor_value
UNH,Health Care,False,True,False,,0.25,0.18,0.7,12.0,0.85,,3.65,1.276,1.0,0.72,0.65,0.85,0.8,True,True,True,True,0.8210000000000002,0.0,0.0444444444444445,0.0,False,False,False,False,0.0133333333333333,0.412,1.7,,0.0,0.4576,0.0,0.05,reduce_or_avoid,WATCH,2285406253.4469776,5566136.80952381,421.4700012207031,2026-07-30,0.8802816901408451,False,0.7616822429906542,
XLV,Health Care,False,True,False,,0.16,0.12,0.7,12.0,0.88,15.0,4.0,2.2,0.64,0.48,0.65,0.88,0.8,True,False,True,False,0.6455,0.5555555555555556,0.0,0.0,False,False,False,False,0.2222222222222222,0.412,1.7,,0.0,0.455,0.0,0.05,reduce_or_avoid,WATCH,1579704297.3023515,9697043.333333334,163.52000427246094,2026-07-30,0.8028169014084507,False,0.5420560747663551,0.2708333333333333
MCD,Consumer Discretionary,False,True,False,,1.2,0.18,4.0,10.0,0.9,18.0,15.0,3.818,1.0,0.72,0.0,0.9,0.6666666666666666,True,True,False,False,0.7176666666666667,0.3333333333333333,0.0,0.0,False,False,False,False,0.1333333333333333,0.8,5.0,,0.0,0.4547,0.0,0.05,reduce_or_avoid,WATCH,1158193156.6937344,4278674.428571428,268.44000244140625,2026-07-30,0.7253521126760564,False,1.0,0.13541666666666666
CVX,Energy,False,True,False,,0.14,0.11,0.2,25.0,0.72,,2.07,1.473,0.56,0.44,0.9,0.72,1.0,False,False,True,False,0.643,0.0,0.7466666666666668,0.0,False,False,False,False,0.224,0.167,1.2,,0.0,0.4545,0.0,0.05,reduce_or_avoid,WATCH,1310881419.2548633,7174596.047619048,192.30999755859375,2026-07-30,0.7746478873239436,False,0.4392523364485981,
HON,Industrials,False,True,False,,0.28,0.16,0.8,14.0,0.85,,5.64,1.18,1.0,0.64,0.6,0.85,0.9333333333333332,True,True,True,True,0.8028333333333334,0.0,0.0,0.0933333333333333,False,False,False,False,0.028,0.444,1.8,,0.0,0.4542,0.0,0.05,reduce_or_avoid,WATCH,820398750.349585,3570146.380952381,241.91000366210938,2026-07-30,0.647887323943662,False,0.8130841121495327,
ANDE,Consumer Staples,False,False,False,,0.08,0.06,0.5,4.0,0.55,,1.9,0.58,0.32,0.24,0.75,0.55,0.2666666666666666,False,False,True,False,0.3896666666666666,0.0,0.8222222222222223,0.8933333333333334,False,False,False,False,0.5146666666666667,0.333,1.5,,0.0,0.4459,0.0,0.03,reduce_or_avoid,WATCH,23121384.68137207,313824.0,71.5199966430664,2026-07-30,0.04929577464788732,True,0.17289719626168223,
NTR,Materials,False,False,False,,0.07,0.05,0.6,4.0,0.55,,1.35,0.653,0.28,0.2,0.7,0.55,0.2666666666666666,False,False,True,False,0.3581666666666667,0.0,1.0,0.7959999999999999,False,True,False,False,0.5388,0.375,1.6,,0.0,0.4395,0.0,0.03,reduce_or_avoid,WATCH,147202478.76680103,2204488.714285714,70.72000122070312,2026-07-30,0.15492957746478872,True,0.13551401869158877,
JNJ,Health Care,False,True,False,,0.22,0.15,0.45,20.0,0.91,,7.25,3.332,0.88,0.6,0.775,0.91,1.0,True,True,True,True,0.79675,0.0,0.0,0.0,False,False,False,False,0.0,0.31,1.45,,0.0,0.4382,0.0,0.03,reduce_or_avoid,WATCH,1988084922.6629744,7732469.619047619,255.82000732421875,2026-07-30,0.852112676056338,False,0.7102803738317757,
DUK,Utilities,False,True,False,,0.09,0.05,1.5,3.0,0.88,,1.84,0.547,0.36,0.2,0.25,0.88,0.2,False,False,False,False,0.3575,0.0,0.8488888888888888,0.9373333333333332,False,False,False,False,0.5358666666666666,0.6,2.5,,0.0,0.4378,0.0,0.03,reduce_or_avoid,WATCH,447234576.6495505,3643545.095238095,126.2699966430664,2026-07-30,0.45774647887323944,False,0.205607476635514,
LMT,Industrials,False,True,False,,0.55,0.2,1.5,12.0,0.88,,15.06,2.409,1.0,0.8,0.25,0.88,0.8,True,True,False,False,0.7895000000000001,0.0,0.0,0.0,False,False,False,False,0.0,0.6,2.5,,0.0,0.4342,0.0,0.03,reduce_or_avoid,WATCH,620027252.0761119,1217208.1904761905,574.1099853515625,2026-07-30,0.5563380281690141,False,0.9439252336448598,
CF,Materials,False,False,False,,0.25,0.15,0.5,10.0,0.6,,3.62,1.431,1.0,0.6,0.75,0.6,0.6666666666666666,True,True,True,True,0.7491666666666666,0.0,0.0577777777777777,0.0,False,False,False,False,0.0173333333333333,0.333,1.5,,0.0,0.4198,0.0,0.03,reduce_or_avoid,WATCH,281475108.1713956,2319910.095238095,125.7699966430664,2026-07-30,0.2605633802816901,False,0.7616822429906542,
BAYRY,Health Care,True,True,False,,0.05,0.04,0.9,3.0,0.5,,1.68,0.458,0.2,0.16,0.55,0.5,0.2,False,False,True,False,0.2855,0.0,0.92,1.0,False,False,True,False,0.5760000000000001,0.474,1.9,mixed-assets,0.0,0.4162,0.1514,0.03,reduce_or_avoid,WATCH,11059261.517141672,832331.380952381,14.0,2026-07-30,0.02112676056338028,True,0.06542056074766354,
IYR,Real Estate,False,True,False,,0.06,0.04,1.2,3.0,0.8,16.0,2.0,1.0,0.24,0.16,0.4,0.8,0.2,False,False,False,False,0.32,0.4814814814814815,0.7777777777777778,0.3333333333333333,False,False,False,False,0.5259259259259259,0.545,2.2,,0.0,0.4127,0.0,0.03,reduce_or_avoid,WATCH,523346678.4199057,5070678.0,105.66999816894531,2026-07-30,0.5,False,0.10747663551401869,0.19791666666666666
KO,Consumer Staples,False,True,False,,0.38,0.15,1.4,10.0,0.9,,10.53,3.885,1.0,0.6,0.3,0.9,0.6666666666666666,True,True,False,False,0.7266666666666667,0.0,0.0,0.0,False,False,False,False,0.0,0.583,2.4,,0.0,0.3997,0.0,0.03,reduce_or_avoid,WATCH,1399525114.2851262,16647962.761904761,88.48999786376953,2026-07-30,0.7887323943661971,False,0.8878504672897196,
AEP,Utilities,False,True,False,,0.1,0.05,1.5,3.0,0.86,,2.19,0.695,0.4,0.2,0.25,0.86,0.2,False,False,False,False,0.3665,0.0,0.6933333333333334,0.74,False,False,False,False,0.43,0.6,2.5,,0.0,0.3951,0.0,0.03,reduce_or_avoid,WATCH,544689267.1863413,4182917.5714285714,127.77999877929688,2026-07-30,0.5140845070422535,False,0.24766355140186916,
PM,Consumer Staples,False,True,False,,0.7,0.2,2.0,7.0,0.85,,,4.604,1.0,0.8,0.0,0.85,0.4666666666666667,True,True,False,False,0.7141666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.667,3.0,,0.0,0.3928,0.0,0.03,reduce_or_avoid,WATCH,912628395.636059,4900650.19047619,192.0,2026-07-30,0.676056338028169,False,0.9626168224299065,
T,Communication Services,True,True,False,,0.1,0.06,1.2,4.0,0.8,,1.45,0.398,0.4,0.24,0.4,0.8,0.2666666666666666,False,False,False,False,0.3986666666666666,0.0,1.0,1.0,False,True,True,False,0.6,0.545,2.2,levered-assets,-0.1,0.3893,0.1368,0.03,reduce_or_avoid,WATCH,1789212977.2754452,80531744.23809524,23.209999084472656,2026-07-30,0.8309859154929577,False,0.24766355140186916,
ORCL,Information Technology,False,True,False,,0.5,0.18,2.5,10.0,0.8,,9.78,2.625,1.0,0.72,0.0,0.8,0.6666666666666666,True,True,False,False,0.7026666666666667,0.0,0.0,0.0,False,False,False,False,0.0,0.714,3.5,,0.0,0.3865,0.0,0.03,reduce_or_avoid,WATCH,4804356255.715931,37094486.190476194,127.55999755859375,2026-07-30,0.9366197183098591,False,0.9205607476635514,
SMG,Materials,False,False,False,,0.12,0.08,1.5,3.0,0.55,,-13.88,1.046,0.48,0.32,0.25,0.55,0.2,False,False,False,False,0.38,0.0,1.0,0.2719999999999999,False,True,False,False,0.3815999999999999,0.6,2.5,,0.0,0.3807,0.0,0.03,reduce_or_avoid,WATCH,70767155.34646572,1040598.9523809524,68.30999755859375,2026-07-30,0.09154929577464789,True,0.34579439252336447,
PEP,Consumer Staples,False,True,False,,0.5,0.14,1.6,9.0,0.88,,8.67,1.915,1.0,0.56,0.1999999999999999,0.88,0.6,True,False,False,False,0.69,0.0,0.0,0.0,False,False,False,False,0.0,0.615,2.6,,0.0,0.3795,0.0,0.03,reduce_or_avoid,WATCH,1209210806.2655063,8844061.61904762,140.1999969482422,2026-07-30,0.7464788732394366,False,0.9205607476635514,
KMB,Consumer Staples,False,True,False,,0.55,0.16,2.0,8.0,0.85,,20.36,2.152,1.0,0.64,0.0,0.85,0.5333333333333333,True,True,False,False,0.6728333333333333,0.0,0.0,0.0,False,False,False,False,0.0,0.667,3.0,,0.0,0.3701,0.0,0.03,reduce_or_avoid,WATCH,377064832.91307247,3472403.3333333335,110.19000244140625,2026-07-30,0.39436619718309857,False,0.9439252336448598,
MMM,Industrials,False,True,False,,0.25,0.12,1.2,8.0,0.72,,30.76,2.27,1.0,0.48,0.4,0.72,0.5333333333333333,True,False,False,False,0.6653333333333333,0.0,0.0,0.0,False,False,False,False,0.0,0.545,2.2,,0.0,0.3659,0.0,0.03,reduce_or_avoid,WATCH,600348432.288588,3648594.095238095,176.07000732421875,2026-07-30,0.5422535211267606,False,0.7616822429906542,
DE,Industrials,False,True,False,,0.35,0.15,1.8,10.0,0.68,,5.9,1.618,1.0,0.6,0.0999999999999999,0.68,0.6666666666666666,True,True,False,False,0.6636666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.643,2.8,,0.0,0.365,0.0,0.03,reduce_or_avoid,WATCH,625798978.9277056,1053537.9523809524,599.469970703125,2026-07-30,0.5704225352112676,False,0.8691588785046729,
WM,Industrials,False,True,False,,0.25,0.12,1.5,6.0,0.9,,9.16,2.597,1.0,0.48,0.25,0.9,0.4,True,False,False,False,0.6565,0.0,0.0,0.0,False,False,False,False,0.0,0.6,2.5,,0.0,0.3611,0.0,0.03,reduce_or_avoid,WATCH,397922454.13158894,1708044.4285714286,226.3300018310547,2026-07-30,0.4154929577464789,False,0.7616822429906542,
IVZ,Financials,False,True,False,,,,,,,,1.04,0.325,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,1.0,1.0,False,True,True,False,0.6,,,low-MCA,-0.02,0.36,0.0,0.03,reduce_or_avoid,WATCH,139382127.7355943,4834050.238095238,29.420000076293945,2026-07-30,0.13380281690140844,True,,
CFG,Financials,False,True,False,,,,,,,,1.26,0.168,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,1.0,1.0,False,True,True,False,0.6,,,low-MCA,-0.02,0.36,0.0,0.03,reduce_or_avoid,WATCH,353204578.3507385,4948584.952380952,71.7300033569336,2026-07-30,0.36619718309859156,False,,
BEN,Financials,False,True,False,,,,,,,,1.42,0.345,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,1.0,1.0,False,True,True,False,0.6,,,low-MCA,-0.02,0.36,0.0,0.03,reduce_or_avoid,WATCH,146708952.58111218,4368544.761904762,33.16999816894531,2026-07-30,0.14788732394366197,True,,
HBAN,Financials,False,True,False,,,,,,,,1.16,0.192,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,1.0,1.0,False,True,True,False,0.6,,,low-MCA,-0.02,0.36,0.0,0.03,reduce_or_avoid,WATCH,436009950.4980594,24659763.42857143,17.079999923706055,2026-07-30,0.44366197183098594,False,,
HEI,Industrials,False,False,True,aerospace_defense,0.16,0.12,0.6,12.0,0.85,28.0,7.0,4.0,0.64,0.48,0.7,0.85,0.8,True,False,True,False,0.6485000000000001,0.0,0.0,0.0,False,False,False,False,0.0,0.375,1.6,,0.0,0.3567,0.0,0.03,reduce_or_avoid,WATCH,146654050.92695746,465096.95238095237,354.1700134277344,2026-07-30,0.14084507042253522,True,0.5420560747663551,0.052083333333333336
FITB,Financials,False,True,False,,,,,,,,1.59,0.285,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.96,1.0,False,False,True,False,0.588,,,low-MCA,-0.02,0.3546,0.0,0.03,reduce_or_avoid,WATCH,343091028.1351767,6019956.095238095,56.59000015258789,2026-07-30,0.352112676056338,False,,
SPR,Industrials,False,False,True,aerospace_defense,-0.1,-0.05,2.0,1.0,0.4,15.0,1.2,0.8,0.0,0.0,0.0,0.4,0.0666666666666666,False,False,False,False,0.0666666666666666,0.5555555555555556,1.0,0.5999999999999999,False,True,False,False,0.7022222222222222,0.667,3.0,,0.0,0.3527,0.0,0.03,reduce_or_avoid,WATCH,148940677.1027088,2390052.523809524,58.834614255089704,2026-07-28,0.1619718309859155,True,0.009345794392523364,0.2708333333333333
SYF,Financials,False,True,False,,,,,,,,1.7,0.193,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.9111111111111112,1.0,False,False,True,False,0.5733333333333333,,,low-MCA,-0.02,0.348,0.0,0.03,reduce_or_avoid,AVOID,289096414.94800746,3970249.6666666665,77.16999816894531,2026-07-30,0.28169014084507044,False,,
DG,Consumer Discretionary,False,True,False,,0.2,0.1,1.0,5.0,0.65,,3.18,1.562,0.8,0.4,0.5,0.65,0.3333333333333333,True,False,True,False,0.5658333333333333,0.0,0.2533333333333333,0.0,False,False,False,False,0.0759999999999999,0.5,2.0,,0.0,0.3454,0.0,0.03,reduce_or_avoid,AVOID,292356740.99946356,2456540.8095238097,127.5,2026-07-30,0.2887323943661972,False,0.6682242990654206,
C,Financials,False,True,False,,0.07,0.05,1.3,3.0,0.65,,1.15,0.092,0.28,0.2,0.35,0.65,0.2,False,False,False,False,0.314,0.0,1.0,1.0,False,True,True,False,0.6,0.565,2.3,levered-assets,-0.1,0.3427,0.0,0.03,reduce_or_avoid,AVOID,1645388447.808414,12281788.095238095,132.32000732421875,2026-07-30,0.8169014084507042,False,0.13551401869158877,
D,Utilities,False,True,False,,,,,,,,2.18,0.558,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.6977777777777777,0.9226666666666666,False,False,False,False,0.4861333333333333,,,,0.0,0.3288,0.0,0.03,reduce_or_avoid,AVOID,304547939.6632382,4330556.047619048,69.7300033569336,2026-07-30,0.30985915492957744,False,,
IBM,Information Technology,False,True,False,,0.25,0.1,2.0,8.0,0.78,,6.06,1.607,1.0,0.4,0.0,0.78,0.5333333333333333,True,False,False,False,0.5903333333333333,0.0,0.0,0.0,False,False,False,False,0.0,0.667,3.0,,0.0,0.3247,0.0,0.03,reduce_or_avoid,AVOID,3069795585.9049616,13524802.476190476,221.74000549316406,2026-07-30,0.9084507042253521,False,0.7616822429906542,
AMD,Information Technology,False,False,True,growth_ai,0.12,0.1,0.15,15.0,0.55,28.0,5.0,4.0,0.48,0.4,0.925,0.55,1.0,False,False,True,False,0.58525,0.0,0.0,0.0,False,False,False,False,0.0,0.13,1.15,,0.0,0.3219,0.0,0.03,reduce_or_avoid,AVOID,13678358153.936872,26769197.38095238,485.3900146484375,2026-07-30,0.971830985915493,False,0.34579439252336447,0.052083333333333336
SCHW,Financials,False,False,True,cyclical,0.14,0.1,0.5,8.0,0.75,,3.61,,0.56,0.4,0.75,0.75,0.5333333333333333,False,False,True,False,0.5663333333333334,0.0,0.0622222222222222,0.0,False,False,False,False,0.0186666666666666,0.333,1.5,,0.0,0.3199,0.0,0.03,reduce_or_avoid,AVOID,827224345.2015815,8135704.142857143,104.33000183105469,2026-07-30,0.6549295774647887,False,0.4392523364485981,
BMY,Health Care,False,True,False,,0.18,0.12,1.1,7.0,0.7,,6.6,1.394,0.72,0.48,0.4499999999999999,0.7,0.4666666666666667,True,False,False,False,0.5791666666666666,0.0,0.0,0.0,False,False,False,False,0.0,0.524,2.1,,0.0,0.3185,0.0,0.03,reduce_or_avoid,AVOID,623878974.610235,10359063.857142856,64.86000061035156,2026-07-30,0.5633802816901409,False,0.602803738317757,
FMC,Materials,False,False,False,,0.05,0.04,1.2,3.0,0.5,,0.71,0.129,0.2,0.16,0.4,0.5,0.2,False,False,False,False,0.263,0.0,1.0,1.0,False,True,True,False,0.6,0.545,2.2,levered-assets,-0.1,0.3147,0.0,0.03,reduce_or_avoid,AVOID,43451606.93214296,3837217.761904762,11.829999923706055,2026-07-30,0.07042253521126761,True,0.06542056074766354,
PLD,Real Estate,False,True,False,,0.08,0.05,0.6,5.0,0.8,22.0,2.5,1.222,0.32,0.2,0.7,0.8,0.3333333333333333,False,False,True,False,0.4143333333333333,0.037037037037037,0.5555555555555556,0.0373333333333333,False,False,False,False,0.1926814814814814,0.375,1.6,,0.0,0.3146,0.0,0.03,reduce_or_avoid,AVOID,609782215.8530666,4296686.095238095,146.19000244140625,2026-07-30,0.5492957746478874,False,0.17289719626168223,0.08333333333333333
TSLA,Consumer Discretionary,False,False,True,emerging_growth,0.15,0.1,0.2,12.0,0.35,,13.79,,0.6,0.4,0.9,0.35,0.8,True,False,True,False,0.5675,0.0,0.0,0.0,False,False,False,False,0.0,0.167,1.2,,0.0,0.3121,0.0,0.03,reduce_or_avoid,AVOID,14803595172.15904,40893290.333333336,308.8500061035156,2026-07-30,0.9788732394366197,False,0.4953271028037383,
CTVA,Materials,False,False,False,,0.08,0.06,0.4,6.0,0.65,,2.46,1.423,0.32,0.24,0.8,0.65,0.4,False,False,True,False,0.4255,0.0,0.5733333333333334,0.0,False,False,False,False,0.172,0.286,1.4,,0.0,0.3114,0.0,0.03,reduce_or_avoid,AVOID,281978098.8880218,3240953.0,89.33999633789062,2026-07-30,0.2676056338028169,False,0.17289719626168223,
FANG,Energy,False,True,False,,,,,,,,1.54,1.022,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.9822222222222222,0.3039999999999999,False,False,False,False,0.3858666666666666,,,,0.0,0.2836,0.0,0.03,reduce_or_avoid,AVOID,359311068.76942515,1994610.857142857,199.77000427246094,2026-07-30,0.3732394366197183,False,,
NEE,Utilities,False,True,False,,0.12,0.06,1.4,4.0,0.85,,,0.965,0.48,0.24,0.3,0.85,0.2666666666666666,False,False,False,False,0.4151666666666666,0.0,0.0,0.38,False,False,False,False,0.1139999999999999,0.583,2.4,,0.0,0.2796,0.0,0.03,reduce_or_avoid,AVOID,878395178.0154421,9921750.42857143,87.93000030517578,2026-07-30,0.6690140845070423,False,0.34579439252336447,
RTX,Industrials,False,True,False,,0.12,0.08,0.7,6.0,0.8,,4.36,1.7,0.48,0.32,0.65,0.8,0.4,False,False,True,False,0.4975,0.0,0.0,0.0,False,False,False,False,0.0,0.412,1.7,,0.0,0.2736,0.0,0.03,reduce_or_avoid,AVOID,1008313651.7737167,4964782.0,214.3800048828125,2026-07-30,0.7112676056338029,False,0.34579439252336447,
VAL,Energy,False,False,True,maritime_launch,,,,,,,1.65,1.163,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.9333333333333332,0.1159999999999999,False,False,False,False,0.3147999999999999,,,,0.0,0.2517,0.0,0.03,reduce_or_avoid,AVOID,68435693.86773077,929533.8095238095,75.58000183105469,2026-07-30,0.08450704225352113,True,,
TDW,Energy,False,False,True,maritime_launch,,,,,,,2.67,0.914,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.48,0.4479999999999999,False,False,False,False,0.2784,,,,0.0,0.2353,0.0,0.03,reduce_or_avoid,AVOID,46912053.74222366,653783.9523809524,73.4800033569336,2026-07-30,0.07746478873239436,True,,
VNQ,Real Estate,False,False,False,,0.06,0.04,0.8,3.0,0.75,,,1.0,0.24,0.16,0.6,0.75,0.2,False,False,True,False,0.3425,0.0,0.0,0.3333333333333333,False,False,False,False,0.1,0.444,1.8,,0.0,0.2334,0.0,0.03,reduce_or_avoid,AVOID,293875983.5962981,3042095.523809524,99.48999786376953,2026-07-30,0.29577464788732394,False,0.10747663551401869,
ENPH,Information Technology,False,False,True,emerging_growth,0.1,0.08,0.5,5.0,0.3,,4.18,,0.4,0.32,0.75,0.3,0.3333333333333333,False,False,True,False,0.4068333333333333,0.0,0.0,0.0,False,False,False,False,0.0,0.333,1.5,,0.0,0.2238,0.0,0.03,reduce_or_avoid,AVOID,183659570.23644605,4517170.714285715,37.380001068115234,2026-07-30,0.2112676056338028,False,0.24766355140186916,
TDG,Industrials,False,False,True,aerospace_defense,0.0,0.15,5.0,3.0,0.75,20.0,50.0,3.0,0.0,0.6,0.0,0.75,0.2,False,True,False,False,0.3125,0.1851851851851852,0.0,0.0,False,False,False,False,0.0740740740740741,0.833,6.0,,0.0,0.2052,0.0,0.03,reduce_or_avoid,AVOID,393362208.1723417,484593.2380952381,1249.9100341796875,2026-07-30,0.4084507042253521,False,0.03271028037383177,0.10416666666666667
PLTR,Information Technology,False,False,True,growth_ai,0.08,0.05,0.0,0.0,0.35,,34.68,,0.32,0.2,1.0,0.35,0.0,False,False,True,False,0.3585,0.0,0.0,0.0,False,False,False,False,0.0,0.0,1.0,,0.0,0.1972,0.0,0.03,reduce_or_avoid,AVOID,4405481965.731471,34008647.52380952,122.26000213623047,2026-07-30,0.9225352112676056,False,0.17289719626168223,
CRWD,Information Technology,False,False,True,growth_ai,0.05,0.04,0.3,5.0,0.45,,40.7,,0.2,0.16,0.85,0.45,0.3333333333333333,False,False,True,False,0.3363333333333333,0.0,0.0,0.0,False,False,False,False,0.0,0.231,1.3,,0.0,0.185,0.0,0.03,reduce_or_avoid,AVOID,1583278788.4628513,8323364.80952381,185.22000122070312,2026-07-30,0.8098591549295775,False,0.06542056074766354,
PSX,Energy,False,True,False,,,,,,,,2.96,1.126,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.3511111111111111,0.1653333333333334,False,False,False,False,0.1549333333333333,,,,0.0,0.1797,0.0,0.03,reduce_or_avoid,AVOID,466208183.4841884,2362013.4285714286,210.60000610351562,2026-07-30,0.47183098591549294,False,,
STM,Information Technology,False,False,True,starlink_supply,,,,,,,2.65,1.352,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.4888888888888889,0.0,False,False,False,False,0.1466666666666666,,,,0.0,0.176,0.0,0.03,reduce_or_avoid,AVOID,756571675.3264272,12420663.238095239,53.060001373291016,2026-07-30,0.6126760563380281,False,,
NOC,Industrials,False,False,True,aerospace_defense,,,,,,,4.44,1.688,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,502841403.6145412,1016721.1428571428,534.8499755859375,2026-07-30,0.4788732394366197,False,,
XBI,Health Care,False,False,True,emerging_growth,,,,,,,,,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,1291607752.786076,8412861.333333334,151.4600067138672,2026-07-30,0.7676056338028169,False,,
VUG,ETF,False,False,True,thematic,,,,,,,,,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,637191155.4505175,7461806.333333333,84.2699966430664,2026-07-30,0.5774647887323944,False,,
ARKK,ETF,False,False,True,thematic,,,,,,,,,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,369343104.52525795,4799202.142857143,72.9000015258789,2026-07-30,0.3873239436619718,False,,
SATS,Communication Services,False,False,True,starlink_supply,,,,,,,5.34,1.506,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,184504505.96154925,2831681.0476190476,63.25281226549061,2026-07-28,0.21830985915492956,False,,
QQQ,ETF,False,False,True,thematic,,,,,,,,,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,26688500280.180763,38211309.71428572,683.5499877929688,2026-07-30,0.9929577464788732,False,,
MPC,Energy,False,True,False,,,,,,,,5.49,1.411,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,584130890.83813,2067656.761904762,314.0799865722656,2026-07-30,0.5352112676056338,False,,
MTSI,Information Technology,False,False,True,starlink_supply,,,,,,,13.38,3.795,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,438667830.90774274,1683732.0,248.7100067138672,2026-07-30,0.4507042253521127,False,,
ASTS,Communication Services,False,False,True,launch_services,,,,,,,8.39,9.073,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,932070198.2902186,14733259.476190476,58.439998626708984,2026-07-30,0.6830985915492958,False,,
MCHP,Information Technology,False,False,True,starlink_supply,,,,,,,6.32,1.629,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,839032267.1884148,10279380.047619049,75.01000213623047,2026-07-30,0.6619718309859155,False,,
AMAT,Information Technology,False,False,True,starlink_supply,,,,,,,16.66,7.243,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,4636623887.586454,8444944.761904761,501.7699890136719,2026-07-30,0.9295774647887324,False,,
BKSY,Industrials,False,False,True,launch_services,,,,,,,10.22,1.313,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,32316788.702474605,1256417.9047619049,22.459999084472656,2026-07-30,0.056338028169014086,True,,
GSAT,Communication Services,False,False,True,starlink_supply,,,,,,,30.04,6.876,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,83300659.45031044,1066581.4285714286,80.08999633789062,2026-07-30,0.1056338028169014,True,,
VLO,Energy,False,True,False,,,,,,,,3.88,1.424,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,757594846.8629963,2632181.380952381,311.7099914550781,2026-07-30,0.6197183098591549,False,,
GD,Industrials,False,False,True,aerospace_defense,,,,,,,3.85,1.879,0.0,0.0,0.5,0.5,0.5,False,False,False,False,0.2,0.0,0.0,0.0,False,False,False,False,0.0,,,,0.0,0.11,0.0,0.03,reduce_or_avoid,AVOID,426356518.49199694,1234610.6666666667,382.20001220703125,2026-07-30,0.43661971830985913,False,,
