asset_a,asset_b,corr_low_vol,corr_stress,delta
BKSY,CTVA,0.04241345311300827,0.46084729445960754,0.4184338413465993
ARKK,BA,0.07530861066296951,0.49351552307465135,0.41820691241168184
ARKK,BAC,0.14140754456215185,0.5593144198985505,0.4179068753363986
ASTS,COST,-0.027323614613284242,0.3905828044291425,0.41790641904242676
DOW,HON,-0.0024165056087308806,0.41542606172166796,0.4178425673303988
DG,HBAN,0.12749773886098328,0.5451041593803824,0.4176064205193991
AFL,CRWD,0.0420000887131488,0.45954580971307196,0.41754572099992315
GIS,IBM,0.02043530138797167,0.4378659298757858,0.41743062848781415
BEN,HII,0.05249191292957716,0.469758074139831,0.41726616121025384
ANDE,DOW,-0.015708751769810285,0.40125310261709046,0.41696185438690075
CB,ICL,-0.009842703085370124,0.4069238484044836,0.4167665514898537
CW,GSAT,0.07149134535064486,0.4875727520680078,0.41608140671736293
DVN,GSAT,-0.008822537073794587,0.40696634442572605,0.41578888149952065
COST,DE,0.12646115843463915,0.5421333806444436,0.4156722222098045
AMD,C,0.17609124326114214,0.59159074836596,0.4154995051048179
DE,IRDM,-0.004200016383644294,0.4110706471005803,0.4152706634842246
CAG,CFG,0.12838038843872077,0.5435478959682816,0.4151675075295608
ALL,IVZ,0.09075107783288489,0.5058467482773396,0.41509567044445467
BKSY,CSCO,0.043229996952739894,0.45806231252284646,0.4148323155701066
CL,FANG,0.1127719759989847,0.5275145425715385,0.4147425665725538
DVN,IBM,0.1061023922748925,0.5207669503775811,0.41466455810268865
AEP,BKSY,-0.07511606741136005,0.33952621506981406,0.41464228248117413
HPQ,IBM,0.05971475011876855,0.47326295154600106,0.41354820142723253
COST,CRWD,-0.0638821285047529,0.34938465963219767,0.41326678813695056
ENPH,HEI,0.008231128136856405,0.42131541985317184,0.41308429171631544
CF,FANG,-0.15258634069726623,0.2603931578581246,0.41297949855539084
AFL,ALL,0.1729646859243637,0.5854223990831279,0.41245771315876417
BLK,DUK,0.12708839146037362,0.5395071628221366,0.41241877136176297
CFG,CL,0.13522311498963155,0.547145065312081,0.4119219503224494
CW,GD,0.07771190849554208,0.48941147468769397,0.41169956619215187
ASIX,ASTS,-0.05045525798349905,0.36084425777499646,0.4112995157584955
ALL,CAT,0.14509987144581826,0.5563692571416297,0.4112693856958114
BA,GIS,0.16860055274912736,0.5796345702700517,0.4110340175209244
CAG,CTVA,0.10546688695432789,0.516415474401369,0.41094858744704116
AFL,CVX,0.0499205934463314,0.46079899724325085,0.4108784037969194
BAC,FITB,0.20037807305765942,0.6101831867960587,0.40980511373839923
BEN,IVZ,0.15444977493147238,0.5635703247740872,0.4091205498426148
COST,HON,0.03764160814151709,0.44653737417620626,0.4088957660346892
CSCO,FITB,0.12062454512182821,0.5292943660494174,0.4086698209275892
AFL,ASIX,0.12333898172827092,0.5319070577746313,0.4085680760463604
DOW,IPI,0.06484127783999194,0.47311550539544406,0.4082742275554521
AMD,FMC,0.02576893073813164,0.4339371948208349,0.4081682640827033
BKSY,IRDM,-0.03386774138804224,0.37425424413797903,0.40812198552602125
DOW,HEI,0.02133708267661412,0.4294371069196154,0.4081000242430013
ANDE,GSAT,0.03797397769064495,0.44558084176825447,0.4076068640776095
BKSY,CB,0.03064217964902624,0.43821119024604244,0.4075690105970162
AMD,ICL,-0.025070854588117773,0.3819918142299661,0.40706266881808384
CSCO,IVZ,0.1642800607607145,0.5710499536228296,0.4067698928621151
GOOGL,IPI,0.0505649293889671,0.4570822244821969,0.40651729509322976
AMAT,CF,-0.152473200796027,0.2537365873851986,0.4062097881812256
HBAN,ICL,0.03983491183423104,0.446004873096927,0.40616996126269594
BKSY,HBAN,0.10279176520761177,0.508916987816893,0.4061252226092812
AMD,CRWD,0.09745561377763363,0.5022651316519074,0.4048095178742738
BKSY,HPQ,0.13454966263256501,0.5393454424907812,0.4047957798582162
DOW,IRDM,0.09318880178756184,0.49751879828551526,0.4043299964979534
AFL,HMC,0.159374861757272,0.5631663805485493,0.4037915187912773
ANDE,IBM,0.07647262393244222,0.4797445670627598,0.40327194313031756
COST,IPI,-0.023790601188117683,0.3793404517920746,0.40313105298019225
BKSY,HII,-0.21617475607777212,0.18680772293718634,0.40298247901495843
AMD,DG,0.04212485013394931,0.444829067775496,0.40270421764154674
CAT,DUK,0.07120110950838696,0.4733783121418727,0.4021772026334858
AFL,IRDM,0.0471031765498088,0.4491722643127891,0.40206908776298034
ALL,HON,0.1500947770499091,0.5520027302052349,0.40190795315532585
BLK,CAG,0.20817568061667663,0.6097820556273716,0.401606375010695
DUK,DVN,0.08613520702313934,0.487309633378852,0.40117442635571265
BAC,DUK,0.17940756275167527,0.580491523898503,0.40108396114682776
BAYRY,DUK,0.07149963252115697,0.4725006623467697,0.4010010298256127
BAC,HBAN,0.20447484313239817,0.6054431775217203,0.4009683343893221
HPQ,IPI,0.04555994504709488,0.4460813816421224,0.40052143659502754
ANDE,IVZ,0.12524859075910108,0.5255296530576534,0.4002810622985523
ABBV,HEI,0.09086911988715324,0.49112885941271095,0.4002597395255577
GIS,HII,0.03926347429486207,0.438375434878089,0.39911196058322695
BKSY,CL,0.13516583770239374,0.5341612256093693,0.39899538790697553
BEN,DUK,0.1066665293940167,0.5053200385795484,0.3986535091855317
BKSY,HON,0.192956546421436,0.5915905405105136,0.3986339940890776
BKSY,CW,0.11025006226041838,0.5081450831448298,0.39789502088441137
C,DUK,0.1931278149200348,0.590716980436966,0.39758916551693113
ANDE,COST,0.11661210955463379,0.5128111279552549,0.39619901840062105
CFG,ICL,0.14565718379283613,0.5415582884975499,0.39590110470471385
CSCO,GOOGL,0.17928726226049393,0.5750999623077753,0.3958127000472813
BAC,DE,0.19146044947096935,0.5872268387154629,0.39576638924449353
CB,IRDM,0.16295996836858284,0.5582118856284632,0.3952519172598804
AMD,HII,0.10542639744622305,0.5001779205978173,0.39475152315159423
COST,DVN,0.13334673764855676,0.5277876325348556,0.39444089488629885
ASTS,FITB,0.03226603507535139,0.4264585704683564,0.39419253539300503
AFL,GIS,0.18275482710249738,0.5766680729230169,0.39391324582051956
FITB,ICL,0.10743763810747152,0.5009485652612936,0.3935109271538221
BEN,D,-0.03253971000410149,0.36091654707283194,0.39345625707693344
ALL,BAYRY,0.011530324213556818,0.40490679042741146,0.39337646621385464
ALL,HPQ,0.09900803254539871,0.49232271171284586,0.39331467916744717
BAC,C,0.13734863212748508,0.5303900595785009,0.3930414274510159
CRWD,IVZ,0.06556554577575667,0.45814077011147136,0.3925752243357147
BMY,HMC,-0.04489552291901143,0.34757895038147446,0.3924744733004859
CL,IBM,0.11419345304316393,0.506452440017986,0.39225898697482203
GD,HEI,0.06037191649339455,0.4524916421479586,0.39211972565456404
AMD,DD,0.0717291711448322,0.46380863195760796,0.3920794608127758
AFL,BAC,0.14618333413558582,0.5380451416891947,0.3918618075536089
C,ENPH,0.13796013927492928,0.5294258705517293,0.3914657312768
CFG,HON,0.08204828384862008,0.4732691523889446,0.39122086854032456
CAT,FANG,0.1171984724694516,0.5083395660707646,0.391141093601313
ABBV,CF,0.14068658892778074,0.5309671615575123,0.3902805726297316
BX,FANG,0.04139176311616714,0.4315064344694725,0.39011467135330535
ASIX,CF,0.1602240981112026,0.550076864916389,0.3898527668051863
BA,C,0.11678001429685617,0.5062339114058038,0.3894538971089476
AFL,ARKK,0.13541483217768174,0.5246986443914664,0.38928381221378466
AMD,HPQ,0.09035846988210719,0.4789971095900066,0.38863863970789936
CF,CPB,0.058219434360685426,0.4464647528874827,0.3882453185267973
CAG,CW,0.11880485815111529,0.5067707316698962,0.38796587351878087
BX,DUK,0.07295447751123209,0.4604231860846436,0.38746870857341154
AFL,DVY,0.4057783513579095,0.7931777771295505,0.387399425771641
DUK,GIS,0.11506389573691338,0.501890031189703,0.3868261354527896
BEN,BX,0.12787793829964264,0.5144320462692421,0.38655410796959944
CB,HON,0.1546800865208254,0.5410236978589741,0.38634361133814865
BEN,GOOGL,0.11774929757400888,0.5039939458576275,0.3862446482836186
D,HPQ,0.12030161917512043,0.5064249903197179,0.38612337114459744
C,DD,0.14363405647976782,0.5297317154159543,0.3860976589361865
FITB,GIS,0.17414260237661375,0.5596955800359498,0.38555297765933605
CL,GIS,0.17381611199482533,0.5592544137490921,0.3854383017542668
DUK,GOOGL,0.07612730518076824,0.4615478320254443,0.3854205268446761
HBAN,IBM,0.14329483102847976,0.5284227695097274,0.3851279384812477
BA,BKSY,0.14548953774037435,0.5303831812977382,0.3848936435573639
BAC,ENPH,0.18425351711982355,0.568955780035797,0.38470226291597354
BX,HEI,0.13253947489542808,0.5171817531965055,0.38464227830107744
BAYRY,DVY,0.20692502761429823,0.590907853126953,0.38398282551265484
CL,HII,0.13930665097160586,0.5231567471348074,0.38385009616320154
ASTS,BAC,0.03482873605003466,0.4183483645821689,0.3835196285321342
CPB,DUK,-0.06699181872649358,0.31634322214729077,0.38333504087378434
CRWD,HPQ,0.1688390636427892,0.5515652349429223,0.3827261713001331
CAT,GOOGL,0.019211860026846536,0.40185133570100745,0.3826394756741609
CW,HEI,0.06964918107601756,0.4521064355503947,0.3824572544743772
CL,DG,0.02785780840775385,0.41017544790460697,0.3823176394968531
BAC,BKSY,0.11651732561707129,0.49880162022452146,0.38228429460745017
CTVA,IVZ,0.1747670985357205,0.5564791456738384,0.3817120471381179
CFG,CSCO,0.195997101031602,0.577654747572091,0.381657646540489
BX,DG,0.16089926003193533,0.5425563461048063,0.38165708607287097
CF,DD,0.07463750879336514,0.4561646054258831,0.38152709663251794
DE,DVY,0.23510163857343155,0.6165460207845419,0.3814443822111103
AFL,CF,0.09238630687910483,0.4735693799911459,0.3811830731120411
DG,IRDM,-0.009306481535056244,0.3716962230010321,0.38100270453608837
COST,ENPH,0.12665729426186495,0.5075734712980092,0.3809161770361443
BKSY,ICL,0.07381505881720898,0.45435232964085054,0.3805372708236415
COST,HBAN,0.11764579407257107,0.49812261905422883,0.38047682498165775
GSAT,ICL,-0.024952583716968513,0.3554875672387241,0.3804401509556926
COST,DD,0.06967594843919213,0.4499996700728388,0.3803237216336467
ASTS,HMC,-0.04901699115611922,0.3310458504771087,0.38006284163322795
BAYRY,IBM,0.04409092073572739,0.4231128947008836,0.3790219739651562
BEN,HMC,0.039802340708855445,0.41867166457981747,0.378869323870962
ICL,IVZ,0.08484920175922875,0.4636256393107719,0.3787764375515431
AMD,GOOGL,0.11076546442059401,0.4894979342352458,0.3787324698146518
COST,GIS,0.1308192569800548,0.5092492594127425,0.37843000243268765
DE,GD,0.03942726462333983,0.4178512538106106,0.37842398918727077
BA,FITB,-0.018842901016218515,0.3594552833785692,0.3782981843947877
BAC,GD,0.06530003915896426,0.44309000418146954,0.3777899650225053
ASIX,DE,0.1508687530361456,0.5285895945623246,0.37772084152617896
ASIX,CB,0.1270753908395679,0.5044150786742094,0.37733968783464156
FANG,GIS,0.06399522613360946,0.44128430201072383,0.37728907587711435
BA,CW,0.2637820623465667,0.6409735705431947,0.377191508196628
CFG,CRWD,0.0697405551802432,0.44692623567064266,0.37718568049039947
CAT,CSCO,0.14045182649433183,0.5175537063973844,0.37710187990305255
AMD,BAC,0.16972476762567826,0.5465529602674735,0.37682819264179523
BAYRY,CVX,0.059797847081035714,0.436244323231025,0.37644647614998933
BLK,IRDM,0.0929373278650759,0.46832780583503,0.37539047796995406
ASIX,DOW,0.21802355021982814,0.5930843207902018,0.3750607705703737
CF,HMC,0.0683603457380796,0.4431403194010983,0.37477997366301874
CL,GSAT,0.02712332219166624,0.40180995295500865,0.3746866307633424
BX,GOOGL,-0.03497438425615042,0.33922054091661263,0.37419492517276304
DVY,IBM,0.27075199447305065,0.6448113977205321,0.37405940324748144
BLK,ENPH,0.08284333411099777,0.45684004403422057,0.3739967099232228
CB,CW,0.03143820431842342,0.4052912280291775,0.3738530237107541
ANDE,DVN,0.1624380874382882,0.5362800300538682,0.37384194261557996
COST,IBM,0.14345475906049665,0.517060003448107,0.37360524438761034
AEP,CRWD,0.05985486495062266,0.4333230845145225,0.37346821956389986
DD,HII,0.033693378904758015,0.4068251861994882,0.37313180729473017
DUK,IVZ,0.16316903044895553,0.5360475326522947,0.3728785022033391
DD,HBAN,0.17992941588479117,0.5524388432234826,0.3725094273386914
CAT,FITB,0.026562220206796928,0.39849310911203206,0.3719308889052351
ALL,GIS,0.18765760611255794,0.5586691751862747,0.37101156907371674
AFL,IBM,0.16930775887712138,0.540253668769265,0.3709459098921436
CF,CL,0.048640860268116884,0.41897546631904203,0.37033460605092516
AEP,CB,0.04392101257242666,0.41402575376422285,0.3701047411917962
ASIX,DD,0.2593291352062588,0.6293523072294445,0.3700231720231857
COST,GD,0.12029702907083874,0.49026308232230176,0.36996605325146303
IPI,IRDM,0.15105283993993326,0.5207605696552675,0.3697077297153343
BA,CRWD,0.20861749596790236,0.5778521766346684,0.369234680666766
DVY,GOOGL,0.24873948323027534,0.6179271199352862,0.3691876367050108
CAT,DE,0.1244626693810738,0.4936013103112306,0.3691386409301568
ARKK,GIS,0.07820689578641782,0.44731883424810764,0.3691119384616898
AMAT,CL,-0.07707918950531971,0.2919419437151187,0.36902113322043845
BA,IBM,0.04688641515567194,0.41537406686093614,0.3684876517052642
FMC,GOOGL,-0.04446554912727772,0.3239600339214958,0.36842558304877354
BLK,HEI,0.19993936290839495,0.567435323250354,0.36749596034195897
CL,DVN,0.14505271949732482,0.5121067705833783,0.3670540510860535
HII,IBM,0.09515251251525851,0.4619195487533807,0.3667670362381222
BMY,HON,0.040257432718802694,0.40699032757780235,0.3667328948589996
CF,GSAT,0.03108944510971663,0.3974695545931627,0.36638010948344607
AMAT,BLK,-0.1496696384925375,0.2165979242687509,0.3662675627612884
ALL,BX,0.15391079380556266,0.5199814502615214,0.36607065645595877
AEP,BAYRY,0.08041715815425354,0.4458035215367535,0.36538636338249997
GOOGL,HBAN,0.07148761911404791,0.43599669160374194,0.364509072489694
GD,HPQ,0.09088224168186773,0.45533537319851713,0.3644531315166494
HII,IVZ,0.11921733599446052,0.4827600972868874,0.3635427612924269
ENPH,FITB,0.12089313502890905,0.48410272050654074,0.3632095854776317
DG,ENPH,0.06731330145691422,0.4303580979348885,0.3630447964779743
AMD,ANDE,0.0820518605305937,0.4449985521855659,0.3629466916549722
DE,HII,0.028675662087362587,0.3916153261278586,0.362939664040496
ANDE,BLK,0.188455030624954,0.5512686991175929,0.3628136684926389
BX,IPI,0.009618609843611323,0.3721311688735164,0.36251255902990503
ARKK,GOOGL,0.10838744981118129,0.4708505008899631,0.36246305107878185
AEP,IRDM,0.07684914844607833,0.43927075220328515,0.36242160375720683
DG,IVZ,0.11925092395851612,0.48146814182968745,0.36221721787117134
AEP,ALL,0.12929774615852035,0.4914662505393192,0.36216850438079884
CRWD,DVY,0.20520596109548256,0.566882184891345,0.36167622379586245
AFL,IPI,0.2055242630009476,0.5670599190745302,0.3615356560735826
BMY,DUK,0.02277636544832837,0.38416452154602354,0.36138815609769515
AMD,HMC,-0.01941363035477584,0.34178933168116915,0.361202962035945
CW,HMC,0.14834969624663724,0.5094130393673916,0.36106334312075433
COST,HMC,0.1462439845782401,0.5071940823873027,0.3609500978090626
D,DG,-0.030418797578250913,0.3303200611123436,0.36073885869059447
BKSY,DG,-0.12340613233700179,0.2372038757421679,0.36061000807916965
BAC,CAT,0.08046634781211315,0.4409203718259591,0.36045402401384596
BEN,IPI,0.03948117820343765,0.39982725166280736,0.3603460734593697
ASIX,HON,0.09313690920824064,0.45339909752505697,0.36026218831681633
ARKK,DVY,0.18626403489460572,0.5464093380972268,0.36014530320262106
AEP,FITB,0.024375737946547526,0.38429556980490254,0.359919831858355
AEP,CFG,0.09558269581797794,0.45485952492036424,0.3592768291023863
CAG,IVZ,0.09543622042281284,0.45465997048214357,0.3592237500593307
ASIX,GOOGL,0.049788738100739825,0.4087886304824262,0.3589998923816864
FANG,IBM,0.028770200696987328,0.38721108424639533,0.358440883549408
DD,ENPH,0.03146928797528866,0.3899033892792777,0.35843410130398906
DE,GOOGL,-0.008355523169618758,0.3500462997690466,0.35840182293866535
BAC,D,0.17161027567239276,0.5299172809064572,0.35830700523406445
DE,GSAT,0.044711666114690185,0.402948112250986,0.3582364461362958
DVY,IVZ,0.3253231147829176,0.6832627495280045,0.3579396347450869
AMD,IPI,0.12603098331257523,0.48390330748188126,0.35787232416930603
BAC,ICL,0.04949594662048566,0.40731610437514876,0.3578201577546631
AEP,GIS,0.1170020491107795,0.4743249586031259,0.3573229094923464
BAYRY,HMC,0.05723968968667861,0.413144210760734,0.35590452107405535
ANDE,FITB,0.09679398950884016,0.4521841861993868,0.3553901966905466
CTVA,DVN,0.10469946274849888,0.4599754645111698,0.3552760017626709
GIS,HEI,0.10612355583560067,0.4609507897440632,0.35482723390846255
DE,IBM,0.11257278361792329,0.466752677697571,0.35417989407964773
AMD,HON,0.17541085756163455,0.5293236486253211,0.35391279106368656
ARKK,BKSY,0.03413821029818346,0.38796304708633483,0.35382483678815135
CF,CTVA,0.17054548932037333,0.5239474924399219,0.35340200311954856
CF,FMC,0.13617248016518654,0.48940049608784436,0.35322801592265785
CAG,IBM,0.1313096497967152,0.48453369763041176,0.35322404783369654
CPB,DOW,0.02515886075293009,0.37829332957147566,0.35313446881854554
ENPH,GOOGL,0.15155400853181883,0.5044664860358526,0.3529124775040338
AFL,DOW,0.07364807661943455,0.4264900513338379,0.3528419747144033
HON,IVZ,0.1685943454451763,0.5210978402802322,0.35250349483505594
BX,IVZ,0.28975953855765313,0.6422288173619362,0.352469278804283
ANDE,BEN,-0.012237044788442794,0.3398416097926974,0.3520786545811402
BAC,HPQ,0.14202114088835016,0.49380411763589394,0.3517829767475438
GD,IVZ,0.13089701880074558,0.48250049365337844,0.3516034748526329
BA,HEI,0.20563726403983065,0.5569522727950394,0.3513150087552088
ARKK,CW,0.0729112432356197,0.4236778197116496,0.3507665764760299
BEN,HBAN,0.20566777885385,0.5561997907860943,0.35053201193224426
ASIX,BX,0.050100262953196216,0.40053683353037395,0.35043657057717775
DD,GIS,0.12543150608282924,0.47586618159346467,0.35043467551063545
CL,FITB,0.0989868427456102,0.44893441710782794,0.34994757436221774
BEN,GIS,0.21326337177316532,0.5630215687703455,0.34975819699718014
CW,HII,0.1490261726546523,0.49842235334467766,0.34939618069002537
ALL,C,0.22302439115222955,0.572385224355594,0.3493608332033645
DD,GOOGL,0.014273286145046304,0.3632324610783101,0.3489591749332638
BAC,GIS,0.19971038154889037,0.5484655203884327,0.3487551388395423
ENPH,HON,0.06644775208711404,0.41495176450770754,0.3485040124205935
ASIX,HPQ,0.06744694584570675,0.4157555990663425,0.34830865322063576
CB,IBM,0.04343285813479911,0.3912073581877701,0.34777450005297095
BMY,CPB,0.07654348303349824,0.4241071884330604,0.34756370539956216
AEP,HII,0.0038192917736586574,0.35129530413603927,0.3474760123623806
CL,IVZ,0.20112126399982316,0.5485650258529956,0.34744376185317244
BEN,ICL,0.017349810258729746,0.3646727308162783,0.3473229205575486
DD,DG,0.24085621870014207,0.5867228973123497,0.34586667861220766
ASTS,BAYRY,0.024896518432713403,0.3703713835259724,0.345474865093259
BA,GSAT,0.043685406804188816,0.38870716814404055,0.34502176133985174
ANDE,CAT,0.049401934826869026,0.39414954215783365,0.34474760733096466
CL,HON,0.19148572990642776,0.5361008968564192,0.3446151669499914
CW,GOOGL,0.0024750990135647723,0.34688688183763877,0.344411782824074
BA,DVY,0.293921101861612,0.6379487841401791,0.34402768227856706
BAC,FANG,0.06634769324429642,0.4102114115854818,0.3438637183411854
BAC,DG,0.09195087570737373,0.43566577595720524,0.34371490024983153
BMY,DD,-0.045346639059554515,0.2981522717012097,0.3434989107607642
GOOGL,HON,0.0502916092978736,0.3935952366364559,0.34330362733858233
ANDE,HMC,0.0303252155002259,0.37346676465101286,0.343141549150787
BAYRY,CW,-0.019898428324937985,0.3228836322697759,0.3427820605947139
BX,HON,0.11457536745239416,0.4573238744579906,0.34274850700559645
ALL,CW,0.014514787746351522,0.35709542878155287,0.34258064103520136
CAG,HPQ,0.1102184684497018,0.4526789661547956,0.3424604977050938
BX,ENPH,0.05724754601493727,0.3993102377479215,0.34206269173298426
HMC,IRDM,0.13469793568053448,0.4765696692028805,0.341871733522346
DUK,HEI,0.09069831396824246,0.43227102057031785,0.3415727066020754
BLK,ICL,0.09845871767846012,0.43979364029683254,0.3413349226183724
CFG,IVZ,0.21153633593159202,0.5527293420094185,0.34119300607782643
BA,CL,0.24932777090955233,0.5903415822508314,0.3410138113412791
DE,FITB,0.16388499777012633,0.5048978258281606,0.34101282805803423
ARKK,HII,-0.06626074910048979,0.27471278441759844,0.34097353351808823
BAC,DOW,-0.05051344224469663,0.2899986753054975,0.3405121175501941
BAC,BX,0.22943562710469914,0.5694748236135858,0.3400391965088867
CRWD,CW,0.03778241407761194,0.3776954570449442,0.33991304296733227
ARKK,DG,0.09426396695406784,0.4340425801388324,0.33977861318476454
CF,IRDM,0.06353840227479647,0.4029794168469155,0.33944101457211906
BLK,GIS,0.20865375918872534,0.5472020664515784,0.3385483072628531
DD,ICL,0.23776845961115403,0.5761678044285358,0.33839934481738176
CFG,IBM,0.11394460949975964,0.4519551946189311,0.3380105851191714
ENPH,HMC,0.08982223163811426,0.4265434643113205,0.33672123267320625
CRWD,CTVA,0.027762341824463063,0.3644509154694228,0.33668857364495974
BAYRY,GOOGL,0.022129393078640574,0.35848619400843523,0.33635680092979464
HBAN,IVZ,0.2657978663740839,0.6018894007483699,0.336091534374286
ABBV,CW,-0.10210981894585354,0.23392120203401898,0.33603102097987253
CTVA,DG,0.06834876848880489,0.40405064235953797,0.3357018738707331
BAC,CTVA,0.08400171241604507,0.4194093662563768,0.3354076538403318
ASTS,HON,0.06162778561059753,0.39636608338678925,0.33473829777619174
BAYRY,DE,0.10931035107328019,0.44404428674603585,0.33473393567275567
AMD,IBM,0.16010725170557766,0.4945615388970959,0.33445428719151826
ANDE,DVY,0.3032539509443049,0.6374943439894893,0.33424039304518444
AMD,COST,0.10960198048825964,0.4430737984488365,0.33347181796057684
CB,DOW,0.09154020436149474,0.4249522787770799,0.3334120744155852
ASIX,ICL,0.058294216620112214,0.3915606677731884,0.3332664511530762
ABBV,HPQ,0.06991987054122649,0.4022243769023923,0.3323045063611658
BAYRY,BX,0.11485059390839152,0.44682686350718787,0.33197626959879634
CAT,CPB,-0.00798897187756277,0.3239556003551097,0.33194457223267243
BA,GOOGL,0.10162268293137128,0.4333461668293234,0.33172348389795214
CAT,IVZ,0.1206341130630783,0.45186211006358934,0.33122799700051103
ASTS,BX,0.015760761683894373,0.3462598871397719,0.3304991254558775
BKSY,IBM,0.07247159553837247,0.4029270987325097,0.33045550319413725
ASIX,CAG,0.012604340589195339,0.3430211995417417,0.33041685895254636
CB,IVZ,0.2435502300955737,0.573544436304019,0.3299942062084453
ASTS,IRDM,-0.03862926940906241,0.29111739599409303,0.32974666540315545
ASTS,HII,0.008664323827507573,0.33802718637629403,0.32936286254878644
ABBV,BMY,0.04753703644924804,0.3768795963326607,0.32934255988341266
ANDE,GOOGL,0.014231976996275292,0.3434390471235684,0.3292070701272931
DUK,GSAT,0.07821320951159905,0.4073539948740858,0.32914078536248675
CFG,HEI,0.14288604297712854,0.47201971147573984,0.3291336684986113
ALL,AMAT,0.08152548871813095,0.4104962769953371,0.32897078827720616
CFG,DOW,0.016022373300381896,0.3448659180697509,0.328843544769369
BKSY,DUK,0.12006623620045767,0.44883847240478647,0.3287722362043288
DG,HON,-0.03410749845039812,0.294443196409783,0.3285506948601811
DVY,HII,0.20764321716636125,0.5357581055666407,0.32811488840027947
GIS,HBAN,0.13962377717075433,0.46773092844391234,0.32810715127315804
AMD,BKSY,-0.012119474456092771,0.315859005743098,0.3279784801991908
DOW,ICL,0.00794635348027097,0.33567098551544544,0.3277246320351745
ARKK,CFG,0.07685647431200827,0.40452494452920723,0.32766847021719897
BLK,IPI,0.25568024623623875,0.5832342801949425,0.32755403395870375
BX,CW,-0.047479927896716005,0.27952977545259666,0.3270097033493127
AEP,BLK,0.12235978727661662,0.44933915827146376,0.32697937099484714
DD,DVY,0.24505913418171907,0.571833662860285,0.32677452867856593
AFL,CSCO,0.19902946295768958,0.5256877832424577,0.3266583202847681
BMY,CF,0.20574525207936706,0.5323134092457245,0.3265681571663574
ANDE,BA,0.06536163174151104,0.39174932600055257,0.3263876942590415
AEP,AFL,0.07431990868733104,0.40049030762011195,0.3261703989327809
AMAT,C,-0.008012283718642665,0.31802757497023415,0.3260398586888768
GIS,HON,0.1866218455588218,0.5124995333874404,0.3258776878286186
HEI,IPI,0.08029999239797166,0.40615435919266973,0.3258543667946981
AEP,CAG,-0.00785153349907673,0.31729837561751023,0.325149909116587
DVY,ENPH,0.3642005423221584,0.6893110757589083,0.32511053343674984
DE,IPI,0.1038913040698992,0.4286790783689325,0.32478777429903327
CF,ICL,0.09989753152424481,0.42447087670436795,0.32457334518012315
CAG,FITB,0.14083053818634195,0.46540225451501305,0.3245717163286711
GOOGL,IRDM,0.12833976323081506,0.4529110562134389,0.3245712929826239
CTVA,GIS,-0.03807024545354785,0.2863100598888166,0.32438030534236445
ENPH,IVZ,0.07052015192870123,0.39486993865863784,0.32434978672993664
CF,HBAN,0.12296879229272674,0.4473111732115032,0.3243423809187765
BKSY,DVN,0.03191440525381607,0.35610377819403655,0.3241893729402205
BX,D,-0.023323897770759758,0.3008411127291045,0.3241650104998643
CAT,CB,0.12090932606990555,0.44505043800251476,0.3241411119326092
CF,HEI,0.19220893378565249,0.5160284971536021,0.3238195633679496
ABBV,BLK,0.04622284071609358,0.3698912289131348,0.32366838819704125
CAT,GSAT,0.16517051882606937,0.4885725080102851,0.32340198918421575
BAYRY,FITB,0.3140032928128602,0.6373190050963318,0.32331571228347156
AFL,CPB,0.17744513193242611,0.5003444698662654,0.32289933793383924
CTVA,ICL,0.21471917047467654,0.5375812159999555,0.3228620455252789
BX,DVY,0.29290786095344107,0.6156439134509485,0.3227360524975074
AMAT,DOW,0.0979610184414201,0.42051637934805647,0.3225553609066364
AFL,HII,0.09163196701144304,0.4141217249946596,0.32248975798321655
CB,CF,0.08734902081769073,0.40901775187738004,0.3216687310596893
COST,FITB,0.1349333205195048,0.4562031114939051,0.3212697909744003
DVN,HEI,-0.036826800593227134,0.28426965801052284,0.32109645860374997
DUK,IRDM,0.07920525253997135,0.4001934368708935,0.32098818433092213
DVN,DVY,0.29565200465285757,0.6163047357705638,0.3206527311177062
GOOGL,IBM,0.14668966464220376,0.4667844956032452,0.3200948309610414
CVX,IRDM,0.06066527005031667,0.3806983279787827,0.32003305792846604
CAG,DVN,0.08578237767299031,0.40579181790595265,0.32000944023296235
C,CF,0.07976147325138602,0.39960253802886714,0.3198410647774811
BEN,HON,0.16953149786836752,0.4889286621269379,0.3193971642585704
CVX,DE,0.08211644805463644,0.4014323777194931,0.31931592966485667
DVN,ENPH,0.19398392245953294,0.5132866885237991,0.31930276606426616
CF,DG,0.041196882790826214,0.36022396688581454,0.3190270840949883
BEN,CVX,0.07354494129541898,0.3925610212881313,0.3190160799927123
DOW,FMC,0.13348496941033472,0.4523966377038215,0.31891166829348677
ICL,IRDM,0.13796914126095067,0.45675526412299516,0.3187861228620445
CPB,HEI,0.08699968944857954,0.40572863602860093,0.3187289465800214
BMY,BX,0.09619734102732037,0.4148027675577056,0.31860542653038526
CPB,HII,0.017156827132474645,0.33573335522375924,0.3185765280912846
ALL,IBM,0.19975691449306995,0.518074964034783,0.31831804954171306
ASIX,CL,0.10033616214737684,0.41857829457512313,0.3182421324277463
CPB,IBM,0.04383902362861417,0.362037929783731,0.3181989061551168
AFL,ASTS,0.037636444163415515,0.3553020060553195,0.317665561891904
CTVA,HMC,0.15582334422502434,0.47341799129296075,0.3175946470679364
