ticker,sector,growth_sleeve,value_sleeve,defensive_value_index,growth_tech_index,roe,roic,debt_to_equity,ev_ebitda,pb_ratio,earnings_stability,interest_coverage,mktcap_to_assets,slope_per_period_roe,slope_per_period_roic,slope_per_period_debt_to_equity,slope_per_period_ev_ebitda,slope_per_period_pb_ratio,slope_per_period_earnings_stability,slope_per_period_interest_coverage,slope_per_period_mktcap_to_assets,recent_vs_early_pct_roe,recent_vs_early_pct_roic,recent_vs_early_pct_debt_to_equity,recent_vs_early_pct_ev_ebitda,recent_vs_early_pct_pb_ratio,recent_vs_early_pct_earnings_stability,recent_vs_early_pct_interest_coverage,recent_vs_early_pct_mktcap_to_assets,latest_value_roe,latest_value_roic,latest_value_debt_to_equity,latest_value_ev_ebitda,latest_value_pb_ratio,latest_value_earnings_stability,latest_value_interest_coverage,latest_value_mktcap_to_assets,pct_change_roe,pct_change_roic,pct_change_debt_to_equity,pct_change_ev_ebitda,pct_change_pb_ratio,pct_change_earnings_stability,pct_change_interest_coverage,pct_change_mktcap_to_assets,total_change_roe,total_change_roic,total_change_debt_to_equity,total_change_ev_ebitda,total_change_pb_ratio,total_change_earnings_stability,total_change_interest_coverage,total_change_mktcap_to_assets,n_obs_roe,n_obs_roic,n_obs_debt_to_equity,n_obs_ev_ebitda,n_obs_pb_ratio,n_obs_earnings_stability,n_obs_interest_coverage,n_obs_mktcap_to_assets,is_recovery_roe,is_recovery_roic,is_recovery_debt_to_equity,is_recovery_ev_ebitda,is_recovery_pb_ratio,is_recovery_earnings_stability,is_recovery_mktcap_to_assets,is_recovery_interest_coverage,is_deteriorating_roe,is_deteriorating_roic,is_deteriorating_debt_to_equity,is_deteriorating_ev_ebitda,is_deteriorating_pb_ratio,is_deteriorating_earnings_stability,is_deteriorating_mktcap_to_assets,is_deteriorating_interest_coverage,strong_trend_roe,strong_trend_roic,strong_trend_debt_to_equity,strong_trend_ev_ebitda,strong_trend_pb_ratio,strong_trend_earnings_stability,strong_trend_mktcap_to_assets,strong_trend_interest_coverage,trend_direction_roe,trend_direction_roic,trend_direction_debt_to_equity,trend_direction_ev_ebitda,trend_direction_pb_ratio,trend_direction_earnings_stability,trend_direction_mktcap_to_assets,trend_direction_interest_coverage,overall_slope_roe,overall_slope_roic,overall_slope_debt_to_equity,overall_slope_ev_ebitda,overall_slope_pb_ratio,overall_slope_earnings_stability,overall_slope_mktcap_to_assets,overall_slope_interest_coverage,recent_vs_early_pct_roe_right,recent_vs_early_pct_roic_right,recent_vs_early_pct_debt_to_equity_right,recent_vs_early_pct_ev_ebitda_right,recent_vs_early_pct_pb_ratio_right,recent_vs_early_pct_earnings_stability_right,recent_vs_early_pct_mktcap_to_assets_right,recent_vs_early_pct_interest_coverage_right,latest_value_roe_right,latest_value_roic_right,latest_value_debt_to_equity_right,latest_value_ev_ebitda_right,latest_value_pb_ratio_right,latest_value_earnings_stability_right,latest_value_mktcap_to_assets_right,latest_value_interest_coverage_right,best_peer_group,best_ret_rank,best_vol_rank,best_sharpe_rank,best_n_peers,avg_beta_to_peers,high_beta_any_group,low_beta_any_group,avg_beta_vs_median,recovery_count,deterioration_count,strong_trend_count,fundamental_signal,peer_signal,beta_signal
DD,Materials,,,true,false,0.06,0.05,0.5,10.0,1.8,0.62,5.0,0.778,-0.0006272991689750692,,-0.0028244459833795007,,0.11567365286284206,,,0.07636961285609935,-0.6687370600414079,,-0.32497678737233054,,4.565619223659889,,,5.517159763313609,0.06,,0.5,,1.8,,,0.778,-0.1434258027740832,,-0.136377315588845,,5.438278470044672,,,6.925675675675676,-0.023837368421052628,,-0.10732894736842102,,4.279925155925157,,,2.825675675675676,39,,39,,38,,,38,false,,false,,false,,false,,false,,false,,false,,false,,0.0,,0.0,,1.0,,1.0,,declining,,declining,,improving,,improving,,-0.0006272991689750692,,-0.0028244459833795007,,0.11567365286284206,,0.07636961285609935,,-0.6687370600414079,,-0.32497678737233054,,4.565619223659889,,5.517159763313609,,0.06,,0.5,,1.8,,0.778,,sector_Materials,0.35714285714285715,0.35714285714285715,0.35714285714285715,14,-1.4246105497379755,false,true,-2.3935421398539294,0,0,2,NEUTRAL,PEER_AVERAGE,LOW_BETA
HON,Industrials,,,true,false,0.28,0.16,0.8,,5.63,0.85,14.0,1.178,0.002320179554554554,0.0015708333333333338,0.012779873623623622,,0.09263768965821781,,-0.27044631410256403,0.016123366598957863,0.20145891439605243,1.723404255319149,0.029601029601029772,,1.1018276762402088,,0.8898488120950325,0.4876971608832806,0.28,0.16,0.8,,5.63,,14.0,1.178,0.8327663406177861,0.966666666666667,1.1276359079667904,,2.2808522074939988,,-1.2945176582492095,1.4086274582422866,0.1670529279279279,0.03770000000000001,0.9201509009009008,,6.021449827784157,,-6.490711538461537,1.0480188289322612,73,25,73,,66,,25,66,false,false,false,,false,,false,true,false,false,false,,false,,false,false,0.0,0.0,1.0,,1.0,,1.0,0.0,improving,improving,improving,,improving,,improving,declining,0.002320179554554554,0.0015708333333333338,0.012779873623623622,,0.09263768965821781,,0.016123366598957863,-0.27044631410256403,0.20145891439605243,1.723404255319149,0.029601029601029772,,1.1018276762402088,,0.4876971608832806,0.8898488120950325,0.28,0.16,0.8,,5.63,,1.178,14.0,sector_Industrials,0.29411764705882354,0.5294117647058824,0.29411764705882354,17,1.442213993576689,true,false,0.43998717354956357,1,0,3,STRONG_TREND,PEER_AVERAGE,HIGH_BETA
AMAT,Information Technology,starlink_supply,,false,true,,,,,17.02,,,7.401,0.008367902622037909,0.005343295112767051,0.0034967369931073076,1.0807527048830456,0.13703089078874114,-2.134855946604577,0.18425297669104948,0.06540960226263708,-40.994413407821234,-36.08888888888889,10.214285714285714,3.169522682765804,8.865260691271237,-0.4875125466951247,0.8427799830806275,5.028818443804035,0.35,0.25,0.4,16.0,17.02,0.72,20.0,7.401,27.637109577372907,16.947896392917517,8.74184248276827,9.634702838194993,6.728789594138584,-1.2588931585544993,0.282307931600178,4.685683027526761,0.6024889887867294,0.3847172481192277,0.24477158951751155,18.372795983011777,10.140285918366844,-36.292551092277805,13.266214321755562,4.840310567435144,73,73,71,4,75,4,73,75,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,improving,improving,improving,improving,improving,declining,improving,improving,0.008367902622037909,0.005343295112767051,0.0034967369931073076,1.0807527048830456,0.13703089078874114,-2.134855946604577,0.06540960226263708,0.18425297669104948,-40.994413407821234,-36.08888888888889,10.214285714285714,3.169522682765804,8.865260691271237,-0.4875125466951247,5.028818443804035,0.8427799830806275,0.35,0.25,0.4,16.0,17.02,0.72,7.401,20.0,growth_tech_index,0.8095238095238095,0.21428571428571427,0.6904761904761905,42,2.061809507348116,true,false,1.2826774269629857,0,2,5,DETERIORATING,PEER_AVERAGE,HIGH_BETA
D,Utilities,,,true,false,,,,,2.17,,,0.556,-0.0015949345032130497,-0.004518937221947604,-0.0026233766233766226,-0.14025374855824682,0.005510762432981062,,-0.05549851705388038,0.0020087990804172904,-0.05806451612903238,-0.7437762237762238,-0.13839662447257384,0.07793180966654185,1.3450134770889486,,-0.44166769763701597,1.3854389721627414,0.1013,0.0463,1.548,11.0,2.17,,2.21,0.556,-1.3556943277310922,-2.3385672077050006,-0.047962010288880086,-0.35011948979298035,0.3960163286858861,,-0.8953497413200157,0.6017921295764879,-0.10845554621848738,-0.30728773109243707,-0.08657142857142855,-4.768627450980392,0.39126413274165545,,-3.773899159663866,0.1426247347096276,69,69,34,35,72,,69,72,false,false,false,true,false,,false,false,false,false,false,false,false,,false,false,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,declining,declining,declining,declining,improving,,improving,declining,-0.0015949345032130497,-0.004518937221947604,-0.0026233766233766226,-0.14025374855824682,0.005510762432981062,,0.0020087990804172904,-0.05549851705388038,-0.05806451612903238,-0.7437762237762238,-0.13839662447257384,0.07793180966654185,1.3450134770889486,,1.3854389721627414,-0.44166769763701597,0.1013,0.0463,1.548,11.0,2.17,,0.556,2.21,sector_Utilities,1.0,1.0,1.0,5,0.2585855540265084,false,true,-0.7585609043265974,1,0,1,NEUTRAL,PEER_LEADER,LOW_BETA
USMV,Multi-Sector,,defensive_etf,true,false,0.15,0.12,0.7,14.0,3.5,0.9,12.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defensive_index,0.345679012345679,0.6296296296296297,0.49382716049382713,81,1.9727157517987592,false,false,0.9024245670070341,0,0,0,NEUTRAL,PEER_AVERAGE,NEUTRAL_BETA
ORCL,Information Technology,,,true,false,0.5,0.18,2.5,,9.75,0.8,10.0,2.617,0.02433029163546281,0.020822800562031864,-0.10316342485734491,,0.7226956797600483,-0.26409430489210667,-0.270404830897062,0.016015223704924267,6.0821529745042495,-0.022801302931596143,-0.19019732605854633,,2.0241560854753793,-0.6526476340141303,-1.55208965936068,0.5899302396117684,0.5,0.18,2.5,,9.75,0.8,10.0,2.617,30.277696257464836,8.329120224812746,-0.4492271147223958,,15.099716870589244,-1.1101432605431312,1.5196536406976509,0.6324359300243484,1.3624963315859175,1.3534820365320712,-1.6506147977175185,,46.975219184403144,-4.225508878273707,-17.57631400830903,1.0409895408200773,57,66,4,,66,4,66,66,false,false,false,,false,false,false,false,false,false,false,,false,false,false,false,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,improving,improving,declining,,improving,declining,improving,declining,0.02433029163546281,0.020822800562031864,-0.10316342485734491,,0.7226956797600483,-0.26409430489210667,0.016015223704924267,-0.270404830897062,6.0821529745042495,-0.022801302931596143,-0.19019732605854633,,2.0241560854753793,-0.6526476340141303,0.5899302396117684,-1.55208965936068,0.5,0.18,2.5,,9.75,0.8,2.617,10.0,sector_Information Technology,0.21052631578947367,0.3157894736842105,0.2631578947368421,19,1.5729450730147314,false,false,0.6127272488197192,0,0,6,STRONG_TREND,PEER_AVERAGE,NEUTRAL_BETA
O,Real Estate,,,true,false,0.05,0.04,1.2,15.0,1.4,0.9,3.0,0.714,-0.0006339491168368175,,-0.01057279564474124,,0.006355493437044243,,,0.004236590503970184,-0.4226100151745068,,-0.11365164761264292,,0.6148231330713081,,,0.7186046511627905,0.05,,1.2,,1.4,,,0.714,-0.9466208531952478,,-0.8038594626800685,,0.5276258702451825,,,0.6887068306946604,-0.041840641711229955,,-0.6237949430397332,,0.41946256684492006,,,0.27961497326203216,67,,60,,67,,,67,false,,false,,false,,false,,false,,false,,false,,false,,0.0,,1.0,,0.0,,0.0,,declining,,declining,,improving,,improving,,-0.0006339491168368175,,-0.01057279564474124,,0.006355493437044243,,0.004236590503970184,,-0.4226100151745068,,-0.11365164761264292,,0.6148231330713081,,0.7186046511627905,,0.05,,1.2,,1.4,,0.714,,defensive_index,0.30864197530864196,0.654320987654321,0.4691358024691358,81,0.5911066940682896,false,true,-0.37144319807338927,0,0,1,NEUTRAL,PEER_AVERAGE,LOW_BETA
PLD,Real Estate,,,true,false,0.08,0.05,0.6,,2.5,0.8,5.0,1.526,0.0010086661030176893,0.0009454116805411029,-0.0022186021505376345,,0.02851751105619147,,0.17033784794484905,0.017223026144640996,-9.88888888888889,-2.042752867570386,0.5463917525773195,,2.5790980672870436,,-3.461841457410143,2.9482758620689666,0.08,0.05,0.6,,2.5,,5.0,1.526,-18.393323055028453,-0.9752999033868283,-0.17176274713839748,,2.635001021585501,,-4.199183527865065,3.1592533164726087,0.06253729838709673,0.05861552419354838,-0.13311612903225806,,1.7680856854838711,,10.56094657258064,1.0678276209677418,63,63,61,,63,,63,63,false,false,true,,false,,false,false,true,true,false,,false,,false,true,0.0,0.0,0.0,,1.0,,1.0,0.0,improving,improving,declining,,improving,,improving,improving,0.0010086661030176893,0.0009454116805411029,-0.0022186021505376345,,0.02851751105619147,,0.017223026144640996,0.17033784794484905,-9.88888888888889,-2.042752867570386,0.5463917525773195,,2.5790980672870436,,2.9482758620689666,-3.461841457410143,0.08,0.05,0.6,,2.5,,1.526,5.0,defensive_index,0.5802469135802469,0.38271604938271603,0.48148148148148145,81,1.4238265838502155,true,false,0.46127669170853663,1,3,2,DETERIORATING,PEER_AVERAGE,HIGH_BETA
CW,Industrials,aerospace_defense,,false,true,0.14,0.1,0.5,14.0,3.0,0.82,9.0,1.8,0.0013157332862315642,0.0006073401042126645,-0.0014837083766909473,,0.06999386028437693,,0.0782981612646825,0.03574972003885895,1.5730337078651688,0.3651079136690648,0.28955223880597003,,4.290227464195451,,0.8266532289324751,4.781882145998241,0.14,0.1,0.5,,3.0,,9.0,1.8,1.9705682858306837,0.6759778557161505,-0.2689763723825694,,3.630966415390663,,0.7932326187974381,3.8664422670978897,0.08552266360505167,0.03947710677382319,-0.09198991935483873,,4.549600918484501,,5.089380482204363,2.3237318025258316,66,66,63,,66,,66,66,false,false,true,,false,,false,false,false,false,false,,false,,false,false,0.0,0.0,0.0,,1.0,,1.0,1.0,improving,improving,declining,,improving,,improving,improving,0.0013157332862315642,0.0006073401042126645,-0.0014837083766909473,,0.06999386028437693,,0.03574972003885895,0.0782981612646825,1.5730337078651688,0.3651079136690648,0.28955223880597003,,4.290227464195451,,4.781882145998241,0.8266532289324751,0.14,0.1,0.5,,3.0,,1.8,9.0,sleeve_aerospace_defense,0.8333333333333334,0.16666666666666666,0.8333333333333334,6,1.9527554461004366,true,false,1.0257333122003418,1,0,3,STRONG_TREND,PEER_LEADER,HIGH_BETA
ANDE,Consumer Staples,,,false,false,0.08,0.06,0.5,,1.88,0.55,4.0,0.574,-0.0008417931862834347,-0.0017323234573401647,-0.015281897407611699,,,,0.012708475791064147,,0.8140589569160998,-0.1561181434599156,-0.06716417910447767,,,,0.9002375296912114,,0.08,0.06,0.5,,,,4.0,,-1.4029886438057246,-1.670009663910662,-1.0035017059407307,,,,0.4198559556219417,,-0.059767316226123864,-0.11606567164179103,-0.5348664092664095,,,,0.8514678780012979,,72,68,36,,,,68,,true,false,false,,,,,false,false,false,false,,,,,false,0.0,0.0,1.0,,,,,1.0,declining,declining,declining,,,,,improving,-0.0008417931862834347,-0.0017323234573401647,-0.015281897407611699,,,,,0.012708475791064147,0.8140589569160998,-0.1561181434599156,-0.06716417910447767,,,,,0.9002375296912114,0.08,0.06,0.5,,,,,4.0,sector_Consumer Staples,0.6153846153846154,0.9230769230769231,0.9230769230769231,13,0.7292126621383819,false,false,-0.11517747573452297,1,0,2,NEUTRAL,PEER_LEADER,NEUTRAL_BETA
UNH,Health Care,,,true,false,0.25,0.18,0.7,,3.64,0.85,12.0,1.27,0.010639473544297498,0.003677807896308916,-0.03323770056317077,2.747817292237479,0.11724011114077251,-0.8205109985176084,-0.01903021328069574,0.034539117147921156,2.0248033877797944,0.6348773841961852,-0.1596142315886158,1.3365826898022235,2.4930522280785823,-0.7942906703752992,0.5558148580318942,2.235069885641678,0.25,0.18,0.7,15.0,3.64,0.85,12.0,1.27,5.803349205980454,1.4800934216852955,-0.2394213473829237,2.7630646384064503,3.2732010724581158,-1.1914360055629485,-0.09125211250551576,2.5904337860940867,0.35110262696181743,0.12136766057819423,-0.1994262033790246,10.991269168949916,3.868923667645493,-4.92306599110565,-0.6279970382629595,1.1397908658813982,34,34,7,5,34,7,34,34,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,improving,improving,declining,improving,improving,declining,improving,declining,0.010639473544297498,0.003677807896308916,-0.03323770056317077,2.747817292237479,0.11724011114077251,-0.8205109985176084,0.034539117147921156,-0.01903021328069574,2.0248033877797944,0.6348773841961852,-0.1596142315886158,1.3365826898022235,2.4930522280785823,-0.7942906703752992,2.235069885641678,0.5558148580318942,0.25,0.18,0.7,15.0,3.64,0.85,1.27,12.0,sector_Health Care,1.0,0.2,0.9,10,2.180733863448962,true,false,1.299224453987792,1,0,6,STRONG_TREND,PEER_LEADER,HIGH_BETA
SPCX,Industrials,launch_services,,false,true,,,,,18.38,,,36.053,0.08325,0.030412500000000002,-3.3013333333333335,,,,,,-0.8936752136752136,-0.7923076923076924,-0.9247874427730544,,,,,,-0.05,-0.03,0.4,,,,,,-1.7236024844720497,-0.8726685796269729,-1.1599906301241507,,,,,,0.333,0.12165000000000001,-9.904,,,,,,5,5,4,,,,,,false,false,false,,,,,,true,true,false,,,,,,0.0,0.0,1.0,,,,,,improving,improving,declining,,,,,,0.08325,0.030412500000000002,-3.3013333333333335,,,,,,-0.8936752136752136,-0.7923076923076924,-0.9247874427730544,,,,,,-0.05,-0.03,0.4,,,,,,sleeve_launch_services,0.6666666666666666,1.0,0.6666666666666666,3,0.10767923861900508,false,true,-0.7519359069228568,0,2,1,DETERIORATING,PEER_AVERAGE,LOW_BETA
JNJ,Health Care,,,true,false,0.22,0.15,0.45,,7.26,0.91,20.0,3.339,-0.03371069806439422,-0.019664321555465734,0.00002426011314954562,,0.1579157539907054,-0.14790957058698098,-2.9287984979572217,0.08220821088276262,-0.8090792218296369,-0.7933086075518283,-0.23445642876515138,,0.5839533231914535,-0.6837364081292903,-0.35833824873067094,0.7790372103997765,0.22,0.15,0.45,,7.26,0.91,20.0,3.339,-0.5265877669462062,-0.4877335204617371,0.0007428869463625866,,0.639127120458344,-0.9252872716330461,-1.69136817598279,0.8128232342810252,-0.606792565159096,-0.35395778799838323,0.00043668203669182116,,2.8424835718326973,-2.662372270565658,-52.71837296322999,1.4797477958897272,19,19,19,,5,5,19,5,false,false,false,,false,false,false,false,false,false,true,,false,false,false,false,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,declining,declining,improving,,improving,declining,improving,declining,-0.03371069806439422,-0.019664321555465734,0.00002426011314954562,,0.1579157539907054,-0.14790957058698098,0.08220821088276262,-2.9287984979572217,-0.8090792218296369,-0.7933086075518283,-0.23445642876515138,,0.5839533231914535,-0.6837364081292903,0.7790372103997765,-0.35833824873067094,0.22,0.15,0.45,,7.26,0.91,3.339,20.0,sector_Health Care,0.6,0.3,0.4,10,1.5371922129621307,true,false,0.6556828035009608,0,1,6,STRONG_TREND,PEER_AVERAGE,HIGH_BETA
FANG,Energy,,,true,false,,,,,1.55,,,1.026,0.00370515528490648,0.0025416302740321876,0.004382531535450196,,-0.013104402397608647,,2.4194647759895607,-0.011150100943706278,-2.7188971082716877,2.3378607809847196,344.99999999999994,,0.10673352435530088,,12.72284799007957,-0.006307617661329403,0.16,0.12,0.4,,1.55,,12.0,1.026,-2.5795384894918527,4.974721176931328,241.03923444976078,,-0.6384196039860622,,30.004636455338414,-0.7133061209778426,0.20378354066985638,0.13978966507177032,0.24103923444976078,,-0.7469509366636928,,133.07056267942585,-0.6355557537912578,56,56,56,,58,,56,58,false,false,false,,true,,false,false,true,false,false,,false,,false,false,0.0,0.0,0.0,,0.0,,1.0,1.0,improving,improving,improving,,declining,,declining,improving,0.00370515528490648,0.0025416302740321876,0.004382531535450196,,-0.013104402397608647,,-0.011150100943706278,2.4194647759895607,-2.7188971082716877,2.3378607809847196,344.99999999999994,,0.10673352435530088,,-0.006307617661329403,12.72284799007957,0.16,0.12,0.4,,1.55,,1.026,12.0,defensive_index,0.8518518518518519,0.25925925925925924,0.6790123456790124,81,1.8034575732283682,false,false,0.61790326412117,1,1,2,NEUTRAL,PEER_AVERAGE,NEUTRAL_BETA
FITB,Financials,,financial_value,true,false,,,,,1.59,,,0.284,0.001212547619047619,,-0.0036109523809523805,,-402.5996957482993,,,-49.765152857142866,-6.011655011655012,,-0.7083173629743196,,8.784615384615384,,,16.24242424242424,0.15,,0.25,,1.59,,,0.284,-4.514804964539007,,-0.18067667381462948,,-117424.91125992064,,,-145148.36250000002,0.08487833333333333,,-0.25276666666666664,,-28181.97870238095,,,-3483.5607000000005,71,,71,,71,,,71,false,,false,,true,,true,,true,,false,,false,,false,,0.0,,0.0,,0.0,,0.0,,improving,,declining,,declining,,declining,,0.001212547619047619,,-0.0036109523809523805,,-402.5996957482993,,-49.765152857142866,,-6.011655011655012,,-0.7083173629743196,,8.784615384615384,,16.24242424242424,,0.15,,0.25,,1.59,,0.284,,defensive_index,0.41975308641975306,0.7407407407407407,0.6419753086419753,81,0.9662783956554305,false,false,0.11611423727392499,2,1,0,RECOVERING,PEER_AVERAGE,NEUTRAL_BETA
HPQ,Information Technology,quality_growth,,true,true,0.2,0.15,0.8,7.0,1.4,0.7,8.0,0.6,0.0035910407800121857,0.02128675791506442,0.01077067349177331,1.400570567854229,0.008130277635588054,-2.346303416674436,1.407998694964097,0.00971545920357389,0.24580103359173147,3.7365029959735043,0.524926686217009,1.8440357810900072,0.2770137524557955,-0.46529572782818374,-1.4984213691018107,1.400581839472627,0.2,0.15,0.8,7.0,1.4,0.7,8.0,0.6,0.8041712943656633,4.705152283055398,0.9053609601780463,3.4643115903135424,0.3026675884878736,-0.9305914556563675,-1.6153720865786285,1.0245393341950646,0.10414018262035339,0.6173159795368682,0.31234953126142595,5.602282271416916,0.23577805143205358,-9.385213666697744,22.527979119425552,0.28174831690364277,26,30,26,5,26,5,17,30,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,improving,improving,improving,improving,improving,declining,improving,improving,0.0035910407800121857,0.02128675791506442,0.01077067349177331,1.400570567854229,0.008130277635588054,-2.346303416674436,0.00971545920357389,1.407998694964097,0.24580103359173147,3.7365029959735043,0.524926686217009,1.8440357810900072,0.2770137524557955,-0.46529572782818374,1.400581839472627,-1.4984213691018107,0.2,0.15,0.8,7.0,1.4,0.7,0.6,8.0,defensive_index,0.9629629629629629,0.5308641975308642,0.9135802469135802,81,-1.6407347870585602,false,true,-2.0956144482931762,0,1,4,STRONG_TREND,PEER_LEADER,LOW_BETA
MRK,Health Care,,,true,false,0.3,0.18,0.7,12.0,6.5,0.84,12.0,2.636,0.003589669586517213,,0.002683560200939879,,,,,,0.37110266159695793,,0.8311036789297659,,,,,,0.3,,0.7,,,,,,4.315108039541598,,0.5983613961555136,,,,,,0.2476872014696877,,0.17711497326203202,,,,,,70,,67,,,,,,false,,false,,,,,,false,,false,,,,,,0.0,,0.0,,,,,,improving,,improving,,,,,,0.003589669586517213,,0.002683560200939879,,,,,,0.37110266159695793,,0.8311036789297659,,,,,,0.3,,0.7,,,,,,defensive_index,0.5308641975308642,0.5061728395061729,0.5555555555555556,81,0.8926566032613006,false,false,0.011147193800130628,0,0,0,NEUTRAL,PEER_AVERAGE,NEUTRAL_BETA
ALL,Financials,,,true,false,0.12,0.09,0.35,,2.31,0.78,8.0,0.65,0.0006487926347009391,,0.0006763013013013011,,0.02335172672672672,,,0.005888013013013012,10.428571428571427,,-0.21348314606741578,,2.0454845088991433,,,7.448051948051949,0.12,,0.35,,2.31,,,0.65,6.487926347009392,,0.10869128056628054,,1.8156850154690323,,,4.872838355596976,0.04411789915966386,,0.04869369369369368,,1.6813243243243239,,,0.42393693693693685,69,,73,,73,,,73,false,,false,,false,,false,,false,,true,,false,,false,,0.0,,0.0,,1.0,,0.0,,improving,,improving,,improving,,improving,,0.0006487926347009391,,0.0006763013013013011,,0.02335172672672672,,0.005888013013013012,,10.428571428571427,,-0.21348314606741578,,2.0454845088991433,,7.448051948051949,,0.12,,0.35,,2.31,,0.65,,defensive_index,0.9012345679012346,0.12345679012345678,0.7160493827160493,81,2.131196502068091,true,false,1.3061760765951542,0,1,1,NEUTRAL,PEER_AVERAGE,HIGH_BETA
CRWD,Information Technology,growth_ai,,false,true,0.05,0.04,0.3,,41.01,0.45,5.0,,0.009673333333333336,0.005859750000000001,,,,,12.281813750000001,,-1.2340276152586005,-1.2518891687657432,,,,,-1.0111099013662956,,0.05,0.04,,,,,5.0,,-1.3805899143672695,-1.1459745762711866,,,,,-0.9920662908823618,,0.29020000000000007,0.17579250000000005,,,,,368.45441250000005,,31,31,,,,,31,,false,false,,,,,,false,true,true,,,,,,true,0.0,0.0,,,,,,0.0,improving,improving,,,,,,improving,0.009673333333333336,0.005859750000000001,,,,,,12.281813750000001,-1.2340276152586005,-1.2518891687657432,,,,,,-1.0111099013662956,0.05,0.04,,,,,,5.0,sector_Information Technology,0.8947368421052632,0.42105263157894735,0.8421052631578947,19,1.328001612556119,true,false,0.40586130594226977,0,3,0,DETERIORATING,PEER_LEADER,HIGH_BETA
C,Financials,,,true,false,0.07,0.05,1.3,,1.16,0.65,3.0,0.093,0.0007765559963435311,,-0.010046202863051017,,0.06440119988995092,,,0.004324911028870132,55.00000000000003,,-0.5032479938861292,,287.74999999999994,,,,0.07,,1.3,,1.16,,,0.093,-2.692581092849429,,-0.2730161471250572,,2221.841396203307,,,,0.05358236374770364,,-0.6931879975505202,,4.443682792406614,,,0.29841886099203907,70,,70,,70,,,70,false,,false,,false,,false,,false,,false,,false,,false,,0.0,,1.0,,1.0,,0.0,,improving,,declining,,improving,,improving,,0.0007765559963435311,,-0.010046202863051017,,0.06440119988995092,,0.004324911028870132,,55.00000000000003,,-0.5032479938861292,,287.74999999999994,,,,0.07,,1.3,,1.16,,0.093,,defensive_index,0.6666666666666666,0.5432098765432098,0.5925925925925926,81,0.9628546878625398,false,false,0.1378342623896031,0,0,2,NEUTRAL,PEER_AVERAGE,NEUTRAL_BETA
MU,Information Technology,starlink_supply,,false,true,0.16,0.12,0.3,6.5,1.8,0.45,10.0,0.9,0.0016204325619492126,0.0015681136362646572,-0.006080008291827261,0.1415561993716471,0.022911023941189355,0.012402961736594862,0.808906788907118,0.02174888823615964,-3.6568265682656826,-4.11660777385159,-0.5623441396508728,1.1765370999189069,3.796683774180814,0.5067230878443975,-6.334283874528562,6.813513513513515,0.16,0.12,0.3,6.5,1.8,0.45,10.0,0.9,-0.7934531855061663,-1.0936745400274133,-0.9389379893707922,1.7250511014096521,1.3578319698033758,0.6156124934074336,-3.5041111661016093,2.9810252215585606,0.1150507118983941,0.11133606817479066,-0.3708805058014629,3.5389049842911775,1.6266826998244441,0.31007404341487155,57.43238201240538,1.5441710647673346,72,72,62,6,72,6,72,72,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,improving,improving,declining,improving,improving,improving,improving,improving,0.0016204325619492126,0.0015681136362646572,-0.006080008291827261,0.1415561993716471,0.022911023941189355,0.012402961736594862,0.02174888823615964,0.808906788907118,-3.6568265682656826,-4.11660777385159,-0.5623441396508728,1.1765370999189069,3.796683774180814,0.5067230878443975,6.813513513513515,-6.334283874528562,0.16,0.12,0.3,6.5,1.8,0.45,0.9,10.0,growth_tech_index,0.9047619047619048,0.023809523809523808,0.6666666666666666,42,3.393686503258905,true,false,2.6145544228737747,0,3,4,DETERIORATING,PEER_AVERAGE,HIGH_BETA
XLF,Financials,,defensive_etf,true,false,0.12,0.1,0.8,10.0,1.5,0.8,8.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defensive_index,0.5679012345679012,1.0,0.9506172839506173,81,0.36314049602733284,false,true,-0.48514839342316235,0,0,0,NEUTRAL,PEER_LEADER,LOW_BETA
